Life_Time,Age,Is_Retail,Is_CRM_Email,CountDeposit,CountWithdrawal,TotalDeposits,TotalWithdrawal,CountPaymentMethod,DifferentMethodWithdrawals,Multi_Device,IP_Counts,e_11234,e_23456,e_34454,e_43568,e_64645,Target_ml
1,33,1,0,5,0,50,0,1,0.0,1,4,3858.15,7584.94,15924.72,22924.72,2.02,0
8,50,1,1,4,0,126,0,1,0.0,1,4,1874.89,873.19,1731.86,2492.74,0.06,0
3,33,0,1,21,6,1305,1100,4,1100.0,1,3,11943.02,3102.73,3114.35,289.44,1.89,1
3,32,0,1,22,0,110,0,1,0.0,1,3,6273.75,4073.55,1632.27,5367.73,1.31,1
0,44,1,0,4,0,1120,0,1,0.0,0,6,12971.9,5115.43,10865.73,10577.15,1.52,0
2,33,0,1,1,0,200,0,1,0.0,1,3,1277.78,3186.85,24868.47,11747.39,1.09,0
0,35,0,0,7,0,1130,0,1,0.0,1,5,979.19,5671.04,6355.21,13355.21,1.63,1
1,32,0,0,125,10,1030,470,3,470.0,1,2,1520.37,16770.52,889.68,23.85,0.57,1
1,61,0,1,5,0,32,0,1,0.0,1,1,2155.23,2467.18,9664.1,2664.1,0.99,0
6,59,0,0,76,15,1340,1022,2,0.0,1,1,2717.2,11013.35,383.96,1413.87,1.64,1
1,34,0,1,12,3,1755,600,1,0.0,1,4,1407.55,7167.65,9523.79,54.81,2.05,1
0,46,0,1,76,4,1680,341,2,341.0,0,1,983.66,4646.07,6829.96,842.87,1.68,1
3,46,0,1,2,2,40,32,2,32.0,1,2,8424.64,2845.97,6155.2,29614.93,1.07,0
1,30,0,1,13,0,421,0,1,0.0,1,1,18867.07,12450.02,30750.03,30750.03,2.75,0
0,52,0,1,102,0,2070,0,1,0.0,1,6,4834.6,3815.43,2922.85,4077.15,1.26,1
1,34,0,1,29,7,2651,3309,4,2978.1,1,1,12142.95,8217.49,2792.24,2962.1,0.57,1
3,28,1,0,1,0,20,0,1,0.0,1,3,1306.26,803.7,1037.01,2214.8,0.1,1
0,41,0,1,2,1,150,166,2,166.0,1,4,2066.2,1083.5,3835.02,3334.01,0.04,1
1,20,1,0,5,1,1050,500,1,0.0,1,7,1198.38,191.21,5087.88,235.15,0.4,0
5,33,0,1,107,5,1587,730,3,730.0,1,6,5288.7,6106.82,3668.32,2708.6,2.71,1
1,35,0,1,126,13,7470,6100,3,5490.0,1,1,552.32,366.02,891.79,839.06,0.09,0
1,51,0,1,19,0,380,0,1,0.0,1,2,3397.88,3743.77,578.25,31859.42,1.25,0
2,65,0,0,22,5,350,201,1,0.0,1,3,17810.95,13047.34,236.7,31745.57,2.8,0
5,60,1,0,3,0,60,0,1,0.0,1,3,250.07,1886.53,11865.27,6546.11,0.44,0
8,35,1,1,27,21,185,123,1,0.0,1,5,3725.81,3694.51,3527.47,3472.53,1.24,0
0,29,0,0,44,6,1370,1355,4,1355.0,1,3,3474.59,2709.89,1176.06,3861.07,2.42,1
1,33,0,0,2,0,10,0,1,0.0,1,1,13312.77,14332.21,6661.06,33887.02,2.93,1
9,32,0,1,1,0,20,0,1,0.0,0,2,6120.5,19402.18,42336.96,42336.96,3.44,0
0,61,0,0,89,17,3875,2920,3,2920.0,0,1,5567.9,3232.27,823.92,10504.06,1.25,1
0,35,0,1,26,14,1730,630,4,630.0,1,4,154.32,5109.86,3899.23,3299.29,1.75,1
0,29,0,0,61,5,1189,590,1,0.0,1,3,1457.1,330.41,98.14,7134.04,0.18,0
2,33,0,1,54,4,2500,1150,2,0.0,1,6,13264.98,6934.11,962.09,10092.8,0.54,1
1,40,0,0,1,0,300,0,1,0.0,0,1,19439.93,13811.41,4057.07,33019.02,2.88,0
2,53,1,0,28,4,795,360,1,0.0,1,1,11304.86,14922.09,34870.16,34870.16,2.99,1
7,52,1,0,2,0,20,0,1,0.0,1,5,2898.31,4216.2,4121.54,6081.02,1.34,1
1,24,1,0,45,8,286,420,1,0.0,1,1,8262.68,5003.93,10029.44,35009.81,1.5,0
0,20,0,0,31,3,1690,1650,1,0.0,1,3,7910.82,5970.94,318.51,1233.5,1.97,1
13,43,0,1,7,2,320,400,1,0.0,1,1,23095.39,11460.89,7695.55,29101.48,2.65,0
1,29,0,0,32,8,5005,5882,2,5882.0,1,3,8095.97,3838.21,3426.23,377.32,2.65,1
0,68,0,1,33,1,6570,70,1,0.0,1,3,6843.87,6638.96,22292.19,39097.4,1.83,0
1,63,0,0,5,0,80,0,1,0.0,1,5,1040.76,618.96,13189.64,3475.86,0.81,0
4,37,0,1,1,1,60,5,1,0.0,1,2,20162.53,10802.98,28004.97,28004.97,2.58,1
1,34,0,1,25,4,2720,2001,1,0.0,1,1,448.38,5184.84,3901.25,8389.97,1.54,1
0,28,0,1,223,8,1441,1290,1,0.0,1,5,5339.65,930.29,0.23,1671.94,1.78,0
9,72,1,0,10,4,200,250,1,0.0,1,2,1425.56,13939.09,4695.47,33231.82,2.89,0
0,56,0,0,88,6,7350,7458,2,7458.0,1,1,4491.48,5183.12,6676.16,3106.9,2.56,1
6,63,1,1,567,5,5670,1400,1,0.0,0,2,3659.81,669.64,880.57,1491.4,0.27,0
1,31,0,0,64,3,1390,850,1,0.0,1,4,3753.95,3676.4,2.6,6892.19,2.4,1
7,63,0,1,225,2,4655,500,1,0.0,1,2,10567.57,6299.39,19745.39,16496.93,1.76,1
1,48,1,1,16,1,2015,924,1,0.0,1,1,8478.81,10229.82,27049.71,27049.71,2.52,0
0,58,0,0,10,1,1500,1000,2,1000.0,1,1,10581.9,14262.23,33770.38,33770.38,2.93,0
9,67,0,1,1,0,10,0,1,0.0,1,1,3801.54,10153.12,26921.86,26921.86,2.52,0
0,42,0,0,13,0,2500,0,1,0.0,1,2,13120.15,8241.95,19209.74,26209.74,2.15,0
0,27,0,0,21,6,1044,1050,2,1050.0,1,4,1838.11,1500.64,985.79,18780.8,1.76,1
3,28,0,1,46,3,487,385,1,0.0,1,5,947.59,1268.13,5681.34,12681.34,0.13,0
3,33,0,0,112,5,1166,360,2,0.0,1,4,2259.78,7331.86,15320.63,11043.49,1.54,1
2,33,0,0,132,23,3248,2900,4,2900.0,1,5,19800.54,3408.53,1152.7,202.51,1.61,0
5,40,0,1,115,4,2204,1200,1,0.0,1,2,788.47,413.99,226.49,81.58,0.42,0
0,41,0,0,170,10,3625,1245,3,1245.0,1,6,3751.37,6068.85,20.54,18153.6,1.12,1
1,68,1,1,24,5,2325,1789,2,1789.0,0,2,3604.49,200.96,2477.9,675.94,1.2,0
13,60,0,1,6,0,120,0,1,0.0,1,3,21638.34,13208.18,1040.89,32013.63,2.82,0
2,24,1,0,13,0,400,0,1,0.0,0,5,323.48,673.0,270.0,1692.0,0.16,0
3,33,0,0,55,12,7881,4300,3,4300.0,1,5,956.98,1069.24,9266.12,6766.28,1.37,1
0,41,0,0,30,5,2800,2382,4,2382.0,1,6,9467.64,5569.01,4370.53,7401.2,1.12,1
0,43,0,0,152,10,3230,1240,3,1240.0,0,6,2224.47,6898.24,2371.82,6390.49,0.65,1
0,33,0,0,29,3,1595,455,2,0.0,1,1,3074.1,2996.67,16772.44,1026.05,1.0,1
4,59,1,1,72,10,730,505,1,0.0,1,3,764.48,2735.73,20357.28,9942.91,0.87,1
0,47,0,0,40,11,4840,12874,2,12874.0,0,1,9739.33,7620.31,2445.58,638.39,0.55,1
2,33,0,1,1,0,10,0,1,0.0,1,5,713.46,1144.68,4446.79,3578.72,0.07,0
4,40,1,1,3,0,60,0,1,0.0,1,2,1097.9,1093.01,17930.14,5372.06,1.05,0
0,53,0,1,17,0,1400,0,1,0.0,1,1,24264.32,16334.29,37223.81,37223.81,3.13,1
12,71,1,0,6,1,600,2000,1,0.0,1,4,711.99,2161.79,14617.89,7647.16,0.58,0
0,33,0,0,269,6,13894,6600,3,6600.0,1,6,3937.7,2193.04,3961.9,826.69,2.71,1
4,33,1,0,4,0,80,0,1,0.0,1,5,5128.28,6291.76,19688.19,16458.79,1.76,1
3,58,1,0,3,0,130,0,1,0.0,1,4,2498.59,1197.58,4975.8,11975.8,0.1,0
1,48,0,1,15,0,300,0,1,0.0,1,4,9443.61,8132.97,33497.28,25664.86,2.13,0
0,31,0,0,25,0,2750,0,1,0.0,1,1,19882.9,20987.13,44978.54,44978.54,3.6,0
2,56,0,1,5,0,100,0,1,0.0,1,3,919.91,370.03,10700.26,3700.26,0.69,1
3,26,0,0,184,20,2713,1837,1,0.0,1,1,38.52,2090.28,792.41,1341.64,0.11,0
2,44,0,0,104,3,11989,4981,3,4981.0,1,7,479.54,6493.02,1222.86,2670.54,2.66,1
5,62,0,1,12,8,60,110,1,0.0,1,1,19402.27,11240.01,8799.93,28733.36,2.62,0
8,45,0,1,101,5,1135,1150,3,1150.0,1,2,51.81,3838.16,242.49,202.4,0.02,0
0,68,0,0,99,14,2095,2428,2,0.0,1,1,9694.48,2359.22,3999.81,10743.13,0.97,1
1,29,0,0,54,8,1139,1070,3,1070.0,1,4,8182.93,4302.78,18684.57,518.15,0.88,1
4,36,1,0,50,1,3609,1200,2,1200.0,1,5,1351.49,2313.91,16139.08,23139.08,0.66,0
1,22,0,0,42,0,1114,0,1,0.0,1,2,11262.91,19841.96,34209.8,43069.93,3.48,0
2,21,1,0,5,1,105,80,1,0.0,1,1,16719.08,21563.58,42817.88,45939.29,3.66,1
1,51,0,1,15,0,122,0,1,0.0,1,3,10212.37,4673.96,1369.81,8369.81,1.43,0
0,23,0,0,2,0,1500,0,1,0.0,1,2,6240.11,4244.15,4331.1,33110.37,1.35,0
3,38,0,0,96,3,1239,300,1,0.0,1,3,3010.77,689.02,177.46,9834.32,2.63,1
3,41,1,1,5,0,1050,0,1,0.0,1,1,4215.77,6354.06,20155.42,38385.14,1.77,0
8,42,1,1,9,0,45,0,1,0.0,1,4,684.67,151.41,5485.85,1514.15,0.42,0
1,52,0,0,16,0,800,0,1,0.0,1,2,20735.98,18215.71,40359.51,40359.51,3.32,1
1,31,1,0,1,1,2000,98,1,0.0,1,1,2093.83,1319.02,6190.23,4276.09,0.16,0
2,37,0,1,26,0,272,0,1,0.0,1,1,10150.46,2694.35,7292.38,29235.87,1.04,1
1,45,0,0,23,2,3451,891,2,891.0,1,5,648.47,1833.94,11339.41,6335.77,0.42,0
1,32,1,0,4,1,400,1316,1,0.0,1,6,7971.05,2382.49,10087.56,3087.56,0.98,0
2,38,1,1,14,1,75,120,1,0.0,1,1,26007.7,13967.89,33279.82,33279.82,2.9,0
3,33,1,0,1,1,1000,4000,1,0.0,0,4,9511.84,6119.94,18399.58,37799.86,1.72,1
2,38,0,0,32,8,2700,1787,3,1787.0,1,3,5475.18,5044.37,262.87,1.01,2.08,1
2,35,0,0,43,6,755,676,2,86.0,1,3,1948.98,14807.96,9039.79,34679.93,2.98,0
0,57,0,0,141,1,1111,70,1,0.0,1,5,6563.44,9741.72,26708.62,33708.62,2.45,0
1,33,0,1,137,0,1402,0,2,0.0,0,1,385.32,1823.08,11230.76,6292.3,0.41,0
0,49,0,0,42,3,3840,1100,1,0.0,1,2,10.78,4355.15,767.3,350.66,2.72,1
1,65,0,0,70,4,1600,700,2,700.0,1,2,4904.46,210.54,45.8,7977.46,2.48,1
1,35,0,0,44,7,12000,8600,4,2150.0,1,1,5387.09,8146.5,1062.18,606.69,0.26,1
1,32,1,0,13,0,428,0,2,0.0,1,3,12437.17,4060.17,2951.29,32650.43,1.31,0
0,40,1,1,38,8,4174,4610,3,4610.0,1,6,3586.17,1832.99,10597.78,345.53,1.7,1
0,43,0,0,121,8,3303,4000,2,3800.0,1,5,2539.0,1290.42,1539.23,19258.7,0.91,1
0,33,0,1,1,0,10000,0,1,0.0,1,3,9554.82,4730.14,7976.05,8650.7,1.45,0
5,36,1,1,8,0,80,0,1,0.0,1,3,1262.63,87.74,7877.43,877.43,0.54,1
1,23,1,0,6,0,50,0,1,0.0,1,1,17517.26,19317.83,42196.39,42196.39,3.43,1
0,30,0,0,33,5,1490,2826,4,2543.4,1,3,1545.33,2704.98,744.84,5367.16,2.27,1
1,23,1,1,1,1,1500,1546,1,0.0,1,2,7858.43,14790.31,8951.53,34650.51,2.98,0
5,45,0,0,17,9,430,980,2,980.0,1,1,10861.15,5708.95,15317.1,36772.37,1.64,1
7,71,0,0,19,0,95,0,1,0.0,1,1,91.17,2412.34,17123.39,8649.35,0.71,1
1,33,0,1,83,6,425,115,2,0.0,1,2,5950.91,13931.49,33219.15,33219.15,2.89,1
1,30,0,0,92,3,3309,1270,1,0.0,1,2,1729.82,3325.28,3334.05,4818.91,2.33,1
1,45,0,0,10,0,580,0,1,0.0,1,1,4226.32,2910.77,5669.25,29776.92,1.08,0
0,32,0,1,5,0,250,0,1,0.0,0,3,15249.44,22977.17,48295.29,48295.29,3.8,0
1,39,0,1,7,0,190,0,1,0.0,1,4,243.96,1165.12,4651.19,3660.48,0.08,0
4,29,0,0,7,0,330,0,1,0.0,1,3,6467.35,6513.3,21349.78,17566.52,1.8,0
2,43,0,1,5,5,150,103,2,103.0,1,7,5309.72,4945.3,2726.48,9726.48,1.49,0
0,52,0,0,85,3,1930,1100,2,1100.0,1,3,792.26,2756.05,10640.72,5964.94,1.7,1
0,38,0,0,23,0,2700,0,1,0.0,1,2,11752.8,13028.34,31713.9,31713.9,2.8,1
0,31,1,0,8,0,2500,0,1,0.0,1,3,23775.76,16252.17,37086.95,37086.95,3.13,0
1,57,1,0,35,2,340,110,1,0.0,1,2,1382.32,1453.73,7537.34,4814.94,0.23,0
5,42,0,0,2,1,50,100,1,0.0,1,1,17154.88,10488.92,27481.53,27481.53,2.55,0
1,21,0,1,38,8,2876,1735,3,1735.0,1,2,6944.1,5128.69,10762.69,6641.94,3.03,1
0,36,1,0,9,0,1810,0,1,0.0,1,1,8869.59,5706.19,15296.39,36765.46,1.64,0
4,39,0,1,31,2,310,509,2,509.0,1,4,6958.68,4832.7,8745.23,9163.49,1.47,1
2,39,0,0,12,4,6800,8628,2,8628.0,1,1,30.12,7883.65,0.03,25.78,2.25,1
1,28,0,0,109,21,5149,4858,2,0.0,1,7,4390.24,5143.36,4079.99,7613.66,0.86,1
1,61,0,0,13,1,1981,273,2,273.0,1,1,22355.02,15551.33,35918.88,35918.88,3.06,0
2,20,1,0,9,0,45,0,1,0.0,1,4,1187.75,1957.51,12575.09,6830.04,0.48,1
1,39,0,0,9,1,760,90,1,0.0,0,2,9947.68,6020.13,17650.96,15100.64,1.7,0
0,38,0,0,38,3,1950,466,2,466.0,1,2,511.61,1107.17,13377.67,2655.9,2.5,1
2,24,0,1,1,0,50,0,1,0.0,1,2,4311.81,14375.4,33959.0,33959.0,2.94,0
1,34,0,0,40,3,3000,1950,1,0.0,1,3,3834.22,3273.01,1491.7,6136.24,2.04,1
3,40,1,0,2,0,40,0,1,0.0,1,4,2468.76,2680.28,19802.77,9721.11,0.84,0
5,31,1,0,1,0,20,0,1,0.0,1,2,6734.63,6245.53,19341.48,38113.83,1.75,1
0,44,0,0,26,8,1789,3489,2,3489.0,1,1,8846.52,5545.66,1115.72,918.12,1.51,1
2,41,1,0,17,4,480,700,1,0.0,1,1,8132.77,6450.58,20879.35,17252.9,1.79,1
1,24,0,0,1,0,10,0,1,0.0,1,6,9594.97,4857.37,8930.3,9286.87,1.47,1
0,42,1,0,22,4,1330,900,1,0.0,0,3,8258.96,2997.39,5886.93,2717.42,1.82,1
0,58,0,1,21,0,1174,0,1,0.0,1,2,30248.33,13603.95,3019.75,32673.25,2.86,0
5,68,1,0,17,0,340,0,1,0.0,1,6,14285.48,6947.73,12738.67,19738.67,1.89,1
0,41,0,1,17,4,1730,2600,3,858.0,1,1,277.71,80.97,311.82,462.35,0.33,0
0,30,0,0,16,0,550,0,1,0.0,0,2,833.43,1887.78,11877.84,6551.14,0.44,1
1,27,0,0,3,0,30,0,1,0.0,1,2,8322.08,4730.39,1651.96,8651.96,1.45,0
0,26,0,0,19,0,2159,0,1,0.0,0,2,7467.85,16779.9,37966.5,37966.5,3.18,0
1,48,0,0,3,0,100,0,2,0.0,1,1,24855.79,9646.97,16765.13,26078.29,2.46,0
1,29,0,0,85,5,3112,2100,3,2100.0,1,1,4900.29,2483.59,5499.89,11513.04,0.61,1
1,53,1,1,2,1,202,337,2,0.0,0,4,3211.6,633.76,662.37,1535.05,0.18,0
0,42,0,1,2,0,1000,0,1,0.0,1,5,994.7,1600.46,9004.59,5401.84,0.3,0
3,24,0,0,8,10,159,321,1,0.0,1,2,7588.71,5269.36,12020.19,35673.4,1.55,1
5,64,1,0,2,0,20,0,1,0.0,1,1,20454.95,13745.87,32909.79,32909.79,2.87,0
13,66,1,0,4,0,40,0,1,0.0,1,3,1412.99,709.11,91.05,1836.42,0.15,0
1,34,0,0,11,3,1299,1491,1,0.0,1,1,1766.84,1309.66,13408.28,8812.62,0.28,1
3,64,0,1,427,99,3688,2905,2,0.0,1,4,9044.42,10854.64,1410.77,510.41,1.46,1
4,28,1,1,4,0,20,0,1,0.0,1,4,310.66,655.47,445.33,6554.67,0.17,1
4,43,0,1,155,3,2255,350,2,0.0,1,7,7863.94,4844.11,6876.24,4539.22,1.64,1
3,51,0,0,11,0,270,0,1,0.0,1,1,10170.71,15079.75,10398.75,35132.92,3.01,0
2,37,0,0,11,0,2350,0,1,0.0,1,5,9854.15,2996.22,5028.36,18.91,1.1,0
0,60,0,0,15,2,205,156,2,156.0,1,4,2766.53,203.57,4964.34,185.74,0.4,0
1,40,0,1,3,2,150,79,1,0.0,0,2,7300.07,4953.57,9651.75,9767.83,1.49,0
4,31,1,0,3,0,285,0,2,0.0,1,3,4.41,897.1,1970.97,8970.97,0.05,1
0,55,1,0,32,1,885,20,2,20.0,0,6,2184.52,3969.05,32690.46,39690.46,1.48,1
0,20,1,0,38,11,2375,4892,3,4402.8,0,2,914.71,618.66,1360.66,174.84,2.75,0
2,50,0,1,4,0,90,0,1,0.0,1,3,708.6,1008.02,3080.17,3032.07,0.0,0
1,34,0,1,47,10,3479,1262,4,1262.0,1,4,8290.62,7851.88,12091.59,658.55,0.36,1
0,51,0,0,208,17,4000,3329,4,3329.0,0,5,9320.52,7536.23,2489.44,487.88,0.81,1
1,47,0,1,90,3,1239,400,1,0.0,0,2,10.04,1662.58,2.32,3665.88,0.31,0
0,34,0,0,13,4,6200,1650,2,1650.0,1,4,28.03,4367.23,1301.36,11124.37,2.08,1
1,23,0,1,14,3,19900,17900,4,17900.0,1,2,5410.98,3883.93,2463.23,3.91,2.39,1
0,19,1,0,5,1,148,50,1,0.0,1,1,970.87,1503.74,8037.36,5014.94,0.25,0
1,74,1,1,13,0,160,0,1,0.0,1,2,715.84,150.72,8507.22,1507.22,0.58,0
10,64,0,1,24,0,419,0,2,0.0,1,4,877.72,1048.99,3489.85,3195.94,0.02,0
6,50,1,0,3,0,2375,0,1,0.0,1,1,1207.85,1783.22,24832.17,8132.87,1.39,1
0,28,1,0,23,2,1300,2750,1,0.0,1,4,108.78,1436.21,7362.12,4744.85,0.22,1
4,34,0,1,15,2,560,1245,2,160.0,1,5,1770.21,344.45,3555.49,377.8,0.33,0
1,48,1,0,1,0,10,0,1,0.0,1,4,685.16,2433.79,17337.89,8735.16,0.72,1
4,41,1,1,9,0,60,0,1,0.0,1,2,263.01,561.39,1386.12,1245.55,0.22,0
0,27,0,1,39,4,2675,2750,4,2750.0,1,6,6076.99,8851.82,407.34,2866.83,0.65,1
0,31,0,1,23,3,2750,1910,2,1910.0,1,6,1845.17,12063.22,4098.22,3376.9,0.61,1
2,53,1,1,5,1,1050,50,1,0.0,1,4,445.72,802.97,1029.68,2211.87,0.1,0
2,32,0,0,102,3,1260,950,2,950.0,1,6,3026.18,2634.1,21736.32,8301.97,0.24,1
0,41,0,0,20,4,1690,1200,1,0.0,1,6,599.67,7109.17,7926.88,25632.57,0.66,1
11,49,0,1,8,1,540,320,1,0.0,1,3,34.07,869.64,1696.35,2478.54,0.07,0
3,57,0,1,85,17,8500,5350,4,5350.0,0,1,3805.42,13429.6,553.65,3375.35,0.37,1
3,41,0,1,1,0,50,0,1,0.0,1,2,8418.09,15927.4,36545.67,36545.67,3.09,1
1,41,0,1,3,0,90,0,1,0.0,1,4,3400.24,6467.39,21005.42,17336.95,1.79,0
0,29,1,0,7,2,371,550,1,0.0,1,1,142.24,221.31,29159.81,21946.73,0.46,0
0,45,0,0,40,3,755,447,2,447.0,1,2,1809.64,203.85,9038.54,1815.42,0.6,0
1,40,0,1,34,9,1549,1650,2,0.0,1,6,6548.0,2970.57,1900.96,13774.12,1.77,1
2,60,1,0,8,0,200,0,1,0.0,1,6,412.59,1899.67,11996.72,18996.72,0.45,0
1,30,0,1,5,6,190,193,1,0.0,1,5,773.14,2329.67,16296.68,8318.67,0.66,0
1,43,1,0,8,1,230,100,1,0.0,1,1,2182.92,16430.35,17151.77,37383.92,3.14,0
1,37,1,0,32,2,390,400,1,0.0,1,2,2346.94,2306.33,16063.29,23063.29,0.65,0
1,55,0,0,292,5,5530,1800,3,1800.0,0,2,2688.25,5726.42,33.09,6372.12,1.62,1
4,43,0,1,87,9,2040,1000,2,1000.0,1,1,9263.01,8615.14,2787.52,598.13,2.31,1
0,57,1,0,32,5,2186,1046,1,0.0,1,1,385.17,227.87,395.48,683.89,1.02,0
0,39,0,1,81,14,35700,27800,4,27800.0,1,5,7926.7,5893.21,2729.3,4347.3,0.93,1
4,29,0,1,1,1,75,15,1,0.0,1,3,13713.65,12477.7,2611.49,30796.17,2.75,1
6,43,1,1,39,0,457,0,1,0.0,1,2,8321.68,6201.48,19011.08,38003.69,1.74,0
1,39,0,1,9,0,90,0,1,0.0,1,3,1582.82,197.1,8971.04,1788.41,0.6,1
0,49,1,0,16,1,6500,2000,1,0.0,1,3,9330.21,1689.28,13553.61,6553.61,0.84,0
1,38,0,0,14,0,1245,0,1,0.0,0,4,7986.19,3926.85,1951.35,4634.23,1.29,0
0,26,1,0,2,1,9000,15000,1,0.0,1,1,3525.35,3622.72,329.64,31556.79,1.22,0
2,22,1,0,148,1,1332,80,2,80.0,1,2,11023.35,13017.99,31696.64,31696.64,2.8,1
0,69,0,1,76,12,7450,2474,2,0.0,0,3,194.55,8245.84,2933.69,79.65,1.71,1
9,60,0,1,6,0,60,0,1,0.0,1,1,13912.07,5497.51,13731.29,36243.76,1.6,1
2,57,0,0,1,0,500,0,1,0.0,1,1,8209.44,8400.22,35501.67,43500.56,2.18,0
9,59,1,0,16,0,160,0,1,0.0,1,1,1254.59,1940.52,12405.21,6762.08,0.47,0
1,27,0,0,36,3,1236,262,2,262.0,0,3,6489.3,8802.16,228.8,1380.42,2.05,1
1,25,0,0,22,10,2380,3320,3,1095.6,1,2,138.54,96.74,995.85,840.67,0.62,0
4,32,0,0,96,11,1830,1606,3,1606.0,1,2,2605.5,1310.87,2041.82,8384.68,2.22,1
3,46,0,0,18,9,620,353,2,353.0,1,3,1512.3,5731.98,15489.85,13659.9,1.65,0
0,32,0,0,18,4,6540,48189,3,48189.0,1,1,3001.51,1624.79,6567.91,4064.23,1.24,1
0,47,0,0,15,0,1420,0,1,0.0,1,2,10963.85,6773.18,11865.92,18865.92,1.85,0
1,31,0,1,3,2,53,200,1,0.0,1,1,6714.15,6905.56,24291.73,39763.91,1.88,0
3,28,1,0,2,2,1500,1834,1,0.0,1,2,8547.57,5664.02,6320.1,13320.1,1.63,0
3,34,1,0,11,0,107,0,1,0.0,1,2,18943.99,17372.19,38953.66,38953.66,3.24,1
0,48,0,0,86,9,3706,2200,3,2200.0,0,3,1717.41,11526.59,7033.06,457.76,0.67,1
0,20,0,0,59,3,2424,780,2,780.0,1,3,3540.53,7134.52,6800.57,678.1,0.84,1
4,45,0,1,61,10,3276,1359,4,1359.0,0,5,6072.54,7629.31,1598.09,32.18,1.36,1
1,27,0,0,6,0,1250,0,1,0.0,1,2,9388.11,11520.78,7396.08,29201.31,2.65,0
0,33,1,0,506,56,12919,10005,4,10005.0,1,7,23362.22,6642.41,3445.86,3176.46,2.09,1
2,21,1,1,19,0,160,0,1,0.0,1,1,2761.57,4820.25,8651.91,34550.64,1.46,0
1,51,0,1,52,3,2101,198,1,0.0,0,3,91.86,1184.66,3935.86,628.96,0.19,0
0,21,0,1,63,7,2049,1700,3,1700.0,1,3,8372.83,10626.97,545.79,5329.44,0.59,1
0,56,0,1,250,25,6250,6352,4,5716.8,1,2,1097.62,11383.84,2152.22,544.47,2.27,1
5,25,1,0,1,1,20,35,1,0.0,1,3,3179.3,237.26,4627.44,50.98,0.38,0
0,23,0,0,30,9,1208,584,3,584.0,1,2,1361.71,10453.49,248.59,12.1,1.45,1
3,24,1,0,26,1,222,90,1,0.0,1,1,1633.58,736.18,361.76,7361.76,0.13,0
1,24,1,0,16,2,608,800,1,0.0,1,1,7836.86,10991.24,10043.8,28318.73,2.6,0
0,29,0,0,18,0,2174,0,1,0.0,1,1,9127.66,20210.14,43683.57,43683.57,3.52,1
0,38,0,1,81,10,1227,720,2,0.0,1,3,3721.91,6948.42,6510.35,2946.9,0.94,1
2,39,0,0,45,6,229,135,1,0.0,1,1,18609.35,13420.94,2104.71,32368.24,2.84,1
0,34,0,0,45,6,7766,6750,2,50.0,1,4,343.83,1411.87,1091.76,4125.93,2.38,1
0,28,0,0,18,4,2200,929,1,0.0,1,3,500.8,8779.3,7472.2,1326.44,1.63,1
0,51,1,0,45,2,4830,403,1,0.0,1,6,1448.2,1075.56,3755.61,10755.61,0.04,0
0,31,0,0,138,6,3316,290,3,290.0,1,5,3552.74,3321.65,3662.05,7774.72,1.95,1
0,41,0,0,21,3,6570,1217,1,0.0,0,4,706.04,7720.37,1120.44,7385.05,0.68,1
2,54,1,1,8,2,190,105,1,0.0,1,2,5670.12,3638.34,212.48,3191.68,1.23,1
2,38,1,1,12,1,207,40,1,0.0,1,1,17474.79,4888.65,9164.89,34721.63,1.48,0
3,30,1,0,2,0,20,0,2,0.0,1,2,665.12,6730.61,11653.07,18653.07,1.85,0
1,73,0,0,55,5,2160,800,2,800.0,0,2,343.81,2156.06,29.09,2900.87,1.62,0
0,58,0,0,20,2,1190,400,2,400.0,1,2,13349.23,11858.25,29763.76,29763.76,2.69,0
1,28,0,1,119,12,1681,810,3,810.0,1,7,20401.6,4123.26,726.32,8092.49,0.57,1
0,24,0,0,48,3,3105,4500,3,1485.0,0,2,7313.16,459.62,45.22,58.7,1.73,0
5,53,1,0,6,0,300,0,1,0.0,1,1,8729.45,16724.42,18622.08,37874.03,3.17,1
5,51,1,0,2,0,45,0,1,0.0,1,2,523.63,1499.75,7997.45,4998.98,0.25,0
2,51,0,1,7,8,140,135,2,135.0,1,2,2627.31,4785.99,8394.91,34464.97,1.46,0
0,32,0,0,171,27,5795,6405,4,6405.0,1,5,5301.19,8999.82,2991.08,5259.97,0.19,1
7,37,0,0,125,2,3514,2899,3,2899.0,1,2,1425.89,5949.32,17119.92,37373.31,1.69,0
6,46,0,0,175,38,1710,2335,2,0.0,0,2,463.02,4628.07,2996.81,1839.09,0.96,0
1,39,0,0,15,0,1402,0,1,0.0,1,2,13339.75,23886.7,54433.5,49811.17,3.89,1
3,55,0,0,378,34,1992,1816,3,1816.0,1,7,3495.81,6793.99,2746.81,7953.96,0.66,1
2,46,0,0,23,1,560,200,1,0.0,1,2,2220.27,980.16,2801.59,2920.64,0.01,0
1,34,1,1,5,1,1050,50,1,0.0,1,3,1452.27,839.05,1390.46,2356.18,0.08,0
0,41,0,0,12,3,2650,2350,2,0.0,1,3,695.8,6717.74,594.05,12209.18,0.97,1
8,60,1,0,19,8,163,210,1,0.0,1,2,19065.75,20034.45,43390.74,43390.74,3.5,0
6,35,0,1,57,3,15920,7000,4,7000.0,1,4,3477.76,1262.1,847.45,6025.81,2.09,1
