Life_Time,Age,Is_Retail,Is_CRM_Email,CountDeposit,CountWithdrawal,TotalDeposits,TotalWithdrawal,CountPaymentMethod,DifferentMethodWithdrawals,Multi_Device,IP_Counts,e_11234,e_23456,e_34454,e_43568,e_64645,Target_ml
0,19,0,0,154,43,6020,3920,4,3920.0,1,5,3885.17,5542.34,10671.74,8.26,0.82,1
8,51,0,0,9,0,5300,0,1,0.0,1,1,1837.08,11073.3,28455.49,28455.49,2.61,1
2,45,0,1,8,7,250,260,1,0.0,1,1,7606.6,3940.46,2053.45,4702.3,1.29,0
1,28,1,0,14,1,135,240,1,0.0,1,3,6933.36,2950.57,5370.7,29876.43,1.09,0
4,28,0,0,10,1,140,40,1,0.0,1,1,574.16,1234.92,5349.22,3939.69,0.12,0
2,43,0,1,20,23,400,468,2,468.0,1,4,7145.12,7137.84,26033.8,40344.6,1.93,0
2,48,0,0,126,20,2818,2760,3,910.8,0,2,1035.56,2679.26,17.8,762.72,0.1,0
2,28,0,1,71,5,1202,930,2,930.0,1,3,1519.24,5752.72,3539.66,1893.63,1.59,1
0,32,0,0,133,6,1275,1090,2,380.0,1,2,58.64,13811.45,1815.58,35.69,1.85,1
1,25,1,1,35,0,348,0,1,0.0,1,4,1049.86,1975.09,12750.92,19750.92,0.49,0
0,40,1,1,30,1,4067,300,1,0.0,1,3,5439.31,12583.75,30972.92,30972.92,2.76,0
5,62,1,1,4,0,75,0,1,0.0,1,2,264.01,1700.85,10008.5,5803.4,0.35,0
2,33,0,1,63,4,2670,1100,1,0.0,1,2,26.23,8269.36,14778.63,1179.06,1.03,1
2,59,1,0,31,3,912,127,1,0.0,1,4,5811.96,7045.91,25344.29,20229.53,1.91,0
0,51,0,0,40,4,1382,1520,3,1520.0,1,3,8888.01,4600.11,1482.29,9.03,2.73,1
0,56,1,0,2,4,360,415,1,0.0,1,3,5499.55,2451.85,9111.13,28629.62,0.99,0
1,38,1,0,7,0,65,0,1,0.0,1,4,2107.96,261.37,9613.72,2613.72,0.63,1
6,45,1,0,4,2,80,100,2,0.0,0,2,1274.34,778.36,783.62,2113.45,0.11,0
1,28,0,0,15,4,1740,1340,2,1340.0,1,3,8377.52,1388.45,956.2,7629.25,2.03,1
15,59,1,1,36,1,3605,700,1,0.0,1,3,25650.43,16300.33,37167.21,37167.21,3.13,0
3,27,0,1,43,3,1450,480,1,0.0,1,4,618.14,5076.1,3174.93,8348.59,1.09,1
6,56,0,1,81,4,543,480,1,0.0,1,2,7487.09,3797.97,984.76,31994.92,1.26,0
4,41,0,0,165,7,5380,1800,3,1800.0,1,5,1375.02,3249.26,4353.29,6703.02,1.9,1
2,44,0,0,80,3,1495,1850,1,0.0,1,2,449.11,5954.04,2781.88,1661.61,1.85,1
0,45,1,1,66,3,2600,3041,4,3041.0,0,3,804.89,7328.43,1772.38,4456.83,2.37,1
1,23,1,0,9,0,85,0,1,0.0,1,5,1465.57,2110.47,14104.69,7441.88,0.56,0
0,33,0,0,20,3,1035,855,1,0.0,1,1,2053.04,8360.3,6326.2,1331.7,0.96,1
0,43,0,1,166,54,14255,13595,2,13595.0,1,2,0.09,6405.99,289.83,1942.79,2.36,1
0,31,1,1,42,2,560,150,1,0.0,1,6,1370.38,607.89,921.06,1431.58,0.2,1
2,67,0,1,74,1,545,95,1,0.0,0,1,21899.68,10027.92,26713.21,26713.21,2.5,0
0,39,0,1,34,6,17300,12700,3,12700.0,1,2,350.8,6850.1,10558.11,3416.42,1.5,1
5,44,0,0,31,6,1310,1100,3,1100.0,1,4,3655.27,4006.07,13741.97,121.29,1.57,1
1,62,0,0,20,0,500,0,1,0.0,1,1,24663.14,9854.55,26424.24,26424.24,2.49,0
2,62,0,1,16,1,500,90,2,90.0,1,1,20859.48,12114.82,30191.37,30191.37,2.71,0
1,36,0,1,1,0,50,0,1,0.0,1,1,2411.26,951.49,2514.93,2805.97,0.02,0
6,24,1,0,3,1,100,50,1,0.0,0,2,765.06,1609.26,9092.58,5437.03,0.3,1
1,36,0,0,14,1,108,120,1,0.0,1,7,3577.72,5084.43,10633.19,10422.13,1.52,0
1,59,0,0,222,9,2462,1939,1,0.0,0,4,285.14,1268.9,940.2,5792.37,0.44,0
1,31,0,0,1,0,10,0,1,0.0,1,3,28672.19,15028.1,10140.5,35046.83,3.0,0
1,56,1,0,6,0,120,0,1,0.0,1,1,14377.04,12554.67,30924.44,30924.44,2.76,1
1,34,0,1,26,13,8090,6848,3,6848.0,0,4,3703.66,2296.37,9436.93,2854.72,1.96,1
4,50,0,1,15,0,640,0,1,0.0,1,1,25793.77,14249.58,33749.3,33749.3,2.92,0
1,39,1,1,136,0,1175,0,2,0.0,0,1,6878.91,4894.19,9206.44,34735.48,1.48,0
3,28,0,1,39,16,1538,1446,1,0.0,1,1,124.46,2834.52,4727.51,0.02,0.47,0
0,29,0,0,51,3,6152,4450,4,4450.0,1,3,5263.71,12159.6,692.65,1293.6,1.46,1
6,29,0,0,235,29,2610,1895,2,0.0,1,4,2083.67,4046.24,753.22,13466.32,2.42,1
1,34,0,0,104,7,4760,1900,4,1900.0,1,2,12219.94,996.38,576.81,1498.03,2.33,1
0,32,0,0,76,17,1179,798,2,4.0,1,2,1158.68,1146.62,1469.41,621.6,0.47,0
3,45,1,1,7,2,35,50,1,0.0,1,4,692.29,645.48,13454.78,6454.78,0.82,0
0,45,0,0,64,1,21900,30078,2,30078.0,1,2,561.85,8464.7,35985.21,43661.74,2.19,0
1,29,1,0,17,0,340,0,1,0.0,1,1,11558.8,4391.52,5436.38,33478.79,1.38,0
3,79,1,1,96,14,3730,2800,4,2520.0,1,1,0.36,304.82,4545.3,441.81,1.76,0
0,57,0,1,8,5,100,148,2,148.0,1,1,20048.62,16527.35,37545.59,37545.59,3.15,0
3,77,0,0,9,0,180,0,1,0.0,1,1,17926.64,15394.32,35657.2,35657.2,3.04,0
0,37,0,0,67,13,1220,680,2,680.0,1,2,12371.69,10562.44,69.96,103.15,0.68,1
7,65,0,1,1,0,20,0,1,0.0,1,4,16.23,391.86,3081.4,567.44,0.3,0
4,29,1,1,32,5,670,757,1,0.0,1,1,2299.4,726.38,22052.14,24315.95,0.65,0
0,38,0,0,3,0,2000,0,1,0.0,1,1,16761.07,12195.24,4023.81,30325.4,2.72,0
10,52,1,0,61,0,1984,0,1,0.0,0,1,25088.5,19623.2,42705.34,42705.34,3.46,1
3,52,1,1,4,2,80,600,1,0.0,1,2,12462.39,5368.33,12762.49,35920.83,1.57,0
0,32,0,1,9,0,300,0,1,0.0,0,3,2818.65,570.01,1299.91,1280.04,0.21,0
7,46,0,0,6,1,110,20,2,20.0,1,2,1628.14,837.14,1371.36,8371.36,0.08,0
3,58,0,0,129,7,7485,2470,3,2470.0,0,2,2343.24,4848.42,10387.56,433.16,2.04,1
0,19,0,0,20,5,1035,1250,3,1250.0,1,4,2550.69,3434.79,9921.59,5502.76,1.2,1
0,43,0,1,33,3,1500,1404,1,0.0,1,3,3877.36,9405.35,739.71,1211.83,2.03,1
10,72,0,1,13,0,292,0,1,0.0,1,3,1551.62,1563.84,8638.36,5255.35,0.28,0
5,43,0,0,46,6,11470,12750,4,6375.0,0,1,66.63,1473.86,7643.7,461.45,0.19,0
0,28,0,0,5,0,5000,0,1,0.0,0,1,996.89,19568.15,32840.74,42613.58,3.46,1
2,55,0,0,29,8,585,40,2,40.0,1,7,1665.39,1714.41,10144.12,5857.65,0.36,1
3,50,1,0,11,1,65,100,1,0.0,1,3,1165.26,1335.39,6353.89,13353.89,0.17,0
0,44,0,1,45,6,1650,385,4,385.0,1,5,360.98,10864.74,11012.52,1772.3,0.19,1
3,33,0,0,143,9,2366,1275,3,1275.0,1,7,10294.11,6891.16,8046.57,75.33,0.58,1
1,29,1,0,3,2,110,18,1,0.0,0,1,5355.69,5960.59,17204.43,37401.48,1.69,0
4,46,0,1,14,1,450,100,1,0.0,0,2,13330.42,14940.19,34900.31,34900.31,2.99,0
0,33,0,1,60,4,3078,1900,1,0.0,1,2,7904.36,3223.05,103.44,9.21,2.51,1
1,29,0,0,84,2,495,110,2,110.0,0,1,15179.16,13998.77,4993.83,33331.28,2.9,1
3,56,0,0,25,0,355,0,1,0.0,1,1,7890.74,5191.47,11436.06,35478.69,1.54,0
2,36,0,0,494,5,6977,3250,4,3250.0,1,6,750.54,2779.43,2142.18,568.75,2.85,1
1,34,0,0,32,11,7401,4800,4,4800.0,1,4,1601.37,5565.13,5650.88,1497.02,1.82,1
7,30,1,0,45,2,351,200,1,0.0,1,5,1409.84,1155.04,4550.38,3620.15,0.08,1
9,47,1,0,27,3,350,1000,1,0.0,1,4,1373.57,1610.49,9104.88,5441.95,0.31,0
1,38,0,0,57,13,3000,2050,3,2050.0,1,1,546.39,12839.93,457.84,433.96,0.92,1
0,55,0,1,23,8,1200,1083,2,1083.0,1,4,4320.54,5649.8,1132.85,792.85,1.64,1
1,42,1,1,136,3,1635,367,1,0.0,1,2,7.47,655.26,85.02,152.3,0.59,0
4,35,0,1,190,10,1718,460,2,10.0,1,5,3130.97,10956.88,3828.96,41.96,0.39,1
1,20,0,1,4,2,190,43,1,0.0,1,1,2302.62,6265.86,19493.92,38164.64,1.75,0
2,59,0,1,8,0,425,0,1,0.0,1,2,556.75,2059.72,13597.21,7238.88,0.53,1
5,56,1,1,8,0,80,0,1,0.0,1,1,9519.99,4473.77,6053.24,33684.41,1.39,1
1,25,0,0,48,9,1500,620,2,620.0,1,3,2733.27,3640.66,1025.54,1712.4,3.01,1
1,36,0,0,45,4,484,555,2,555.0,1,1,4938.13,4862.7,8970.28,34656.76,1.47,0
6,80,1,1,49,7,245,55,1,0.0,1,4,190.57,3289.16,25891.59,12156.63,1.14,0
1,31,0,0,80,5,1042,180,2,0.0,1,3,65.52,2547.95,766.08,3691.79,2.79,1
2,36,0,0,14,0,85,0,1,0.0,1,3,28363.49,10803.74,28006.23,28006.23,2.58,0
1,21,0,0,16,5,1230,1659,3,1659.0,1,1,927.96,4759.56,22261.06,257.18,0.09,1
1,41,0,0,17,1,852,290,2,290.0,1,5,992.71,966.96,2669.6,9669.6,0.02,0
2,65,1,1,1,0,50,0,1,0.0,1,5,5500.14,9223.79,24118.96,31118.96,2.34,1
0,30,0,1,78,3,1487,505,1,0.0,1,6,3494.23,4632.64,6356.51,5928.31,0.9,1
0,50,0,0,107,4,1046,145,1,0.0,1,5,958.53,1695.48,13176.5,6659.53,3.66,1
0,34,0,1,11,0,1130,0,1,0.0,1,1,7360.49,17565.63,39276.04,39276.04,3.26,1
1,29,0,1,114,4,1673,1040,2,0.0,1,7,220.56,6810.25,623.68,2651.59,2.58,1
3,39,0,0,5,0,140,0,1,0.0,1,6,9882.46,6521.14,21408.58,17605.72,1.8,0
1,22,0,1,57,13,1297,1323,3,1323.0,1,3,5280.2,9500.14,11113.32,207.79,0.19,1
1,36,0,1,17,18,340,365,2,365.0,1,2,62.1,1065.41,3654.09,3261.64,0.03,0
1,34,0,1,43,3,1679,700,1,0.0,0,2,8914.4,421.32,9173.1,536.89,2.4,1
2,33,0,0,56,5,6150,4000,4,3600.0,1,4,2010.9,10717.36,1456.96,875.66,1.02,1
0,45,0,0,7,0,1200,0,1,0.0,1,2,15097.67,13345.61,32242.69,32242.69,2.83,0
0,36,0,0,1,0,1500,0,1,0.0,1,3,3703.17,4796.24,8471.81,34490.6,1.46,0
3,33,0,0,67,7,1385,420,4,420.0,1,5,4675.42,6344.45,1356.53,14209.01,1.29,1
0,32,1,1,2,0,2500,0,1,0.0,1,7,389.94,1734.5,10345.03,5938.01,0.37,1
7,39,0,1,1,0,40,0,1,0.0,1,2,4170.14,6638.99,11194.94,18194.94,1.83,0
7,56,1,1,17,1,335,100,1,0.0,1,2,9596.28,7580.34,29352.55,41450.85,2.02,0
0,39,0,0,105,0,1491,0,1,0.0,0,2,11740.1,13376.25,32293.75,32293.75,2.84,1
0,43,0,1,21,3,240,260,1,0.0,1,1,5759.46,15839.31,14196.54,36398.85,3.08,0
3,28,0,0,34,0,21900,0,1,0.0,0,2,5.41,2767.88,20678.75,10071.5,0.88,0
2,33,0,0,154,32,2155,2570,2,0.0,1,2,3688.64,2924.8,5.72,6929.87,2.1,1
3,51,0,1,8,1,400,771,1,0.0,1,1,18341.61,9564.15,17179.24,25940.25,2.46,1
1,40,0,0,14,0,1158,0,1,0.0,0,1,35394.64,14763.95,34606.58,34606.58,2.98,0
1,40,0,1,43,8,5410,3398,4,3398.0,1,1,4568.34,4438.87,14409.34,2199.92,0.43,1
0,41,0,1,290,33,3960,3210,3,3210.0,1,4,7436.52,8159.0,4913.08,2558.92,0.33,1
6,55,1,0,15,0,75,0,1,0.0,1,1,8325.77,10079.23,26798.71,26798.71,2.51,0
1,21,0,0,206,4,3460,2973,2,0.0,1,2,2304.24,6160.11,173.23,5696.69,1.91,1
1,30,0,0,7,1,93,20,1,0.0,1,6,11511.58,4519.55,597.76,7597.76,1.4,0
3,28,1,0,3,1,600,800,1,0.0,1,2,12914.55,19401.22,42335.36,42335.36,3.44,0
1,28,0,1,12,13,1800,3358,2,3358.0,1,1,894.78,1600.14,19398.95,9940.32,0.13,1
0,19,0,0,113,37,1925,1046,1,0.0,1,5,224.86,521.17,6.41,421.59,0.03,0
0,47,0,0,50,0,1330,0,1,0.0,1,1,9191.73,5812.61,16094.6,37031.53,1.66,1
7,53,0,0,72,2,720,700,1,0.0,0,1,4161.41,4465.24,5989.32,33663.11,1.39,0
2,49,0,0,4,0,69,0,1,0.0,1,2,336.43,1647.36,9473.62,5589.45,0.32,0
0,49,0,0,6,0,55,0,1,0.0,1,1,174.76,377.24,3227.64,3772.36,0.31,0
3,31,0,1,6,2,140,41,1,0.0,1,1,6468.29,3583.97,620.21,31459.93,1.22,0
3,53,0,1,17,3,1550,650,2,650.0,1,4,3530.35,4607.96,4441.74,1599.58,1.87,1
11,65,0,1,4,0,75,0,1,0.0,1,4,43.69,1734.9,10349.0,17349.0,0.37,1
1,34,0,0,80,40,4450,4042,4,4042.0,1,5,5357.69,9836.23,1557.05,2462.25,1.37,1
4,26,0,0,30,0,1146,0,1,0.0,0,7,1573.0,131.84,5681.63,1318.37,0.43,0
1,45,0,0,4,0,3000,0,1,0.0,1,2,8278.32,6152.85,18646.37,37882.12,1.73,0
0,27,0,1,6,0,3500,0,1,0.0,1,1,10437.35,18118.55,40197.58,40197.58,3.31,0
0,29,0,0,165,7,2916,1591,2,1591.0,1,6,33.27,1004.21,0.2,4929.42,0.27,0
1,42,0,1,18,18,345,335,2,335.0,1,2,1577.32,16371.76,37286.26,37286.26,3.14,0
5,39,1,1,25,3,250,550,2,0.0,1,4,1601.93,7130.8,25981.02,20654.01,1.93,0
0,64,0,1,33,4,2850,7700,4,7700.0,1,5,756.85,2906.23,8010.58,10258.82,1.02,1
1,35,0,0,2,0,80,0,1,0.0,1,1,6611.25,3635.77,231.71,3178.86,1.23,0
1,37,0,1,1,1,7,21,1,0.0,1,2,5735.48,2657.96,7565.32,29144.89,1.03,1
1,38,1,0,15,1,230,400,2,0.0,1,3,7716.28,10311.61,27186.02,27186.02,2.53,0
2,32,0,1,25,4,1110,370,2,370.0,1,6,9639.08,6331.12,476.07,4430.67,0.16,1
0,38,1,0,18,1,950,862,1,0.0,0,1,9345.29,15930.34,14651.69,36550.56,3.09,0
0,27,0,0,19,0,1010,0,1,0.0,1,2,4848.07,16655.56,37759.26,37759.26,3.17,0
0,19,0,0,125,18,1400,821,4,821.0,0,2,4457.16,8615.41,1.99,6256.44,1.45,1
0,34,0,0,16,5,1450,1100,3,1100.0,1,1,3334.54,9222.11,433.74,6251.53,1.43,1
2,54,0,0,71,2,1547,300,2,300.0,1,4,5053.58,3592.7,4036.49,2963.51,1.22,1
3,33,0,1,52,12,11275,10100,4,10100.0,1,2,279.66,5492.43,4342.68,1885.05,1.82,1
3,32,1,1,11,0,55,0,1,0.0,1,1,9519.21,4689.76,1448.79,8448.79,1.44,0
4,38,0,0,4,0,65,0,1,0.0,1,1,18481.02,14092.43,33487.39,33487.39,2.91,0
1,22,0,1,26,4,1300,350,1,0.0,1,1,5102.76,3376.09,1106.52,20429.11,1.0,1
0,30,0,0,97,4,4598,3200,2,3200.0,1,3,350.65,5505.47,21073.51,1041.93,0.54,1
0,60,0,0,23,3,6640,5257,4,1314.25,0,1,2346.72,6277.87,4785.22,6460.0,0.5,1
1,31,0,0,31,5,2342,1757,3,1757.0,1,6,4298.67,6596.29,7297.56,42.52,2.0,1
1,24,0,0,2,0,20,0,1,0.0,1,2,23181.28,10410.81,12945.95,27351.35,2.54,1
15,42,1,1,55,18,510,370,1,0.0,1,2,2020.62,16041.26,15206.29,36735.43,3.1,0
1,36,0,0,13,1,480,249,2,249.0,0,3,11198.11,3731.36,485.19,3656.79,1.25,0
1,34,0,1,80,27,2497,1476,2,0.0,1,3,3287.5,3871.4,7357.27,2091.32,1.89,1
0,28,0,0,4,0,2500,0,1,0.0,1,2,6057.24,6921.0,24407.47,39802.49,1.88,0
12,48,0,0,17,1,184,40,1,0.0,1,2,326.18,744.77,447.71,1979.09,0.13,1
0,24,1,0,3,1,11500,20,1,0.0,0,3,379.33,89.24,6107.63,892.37,0.46,0
1,45,0,0,29,0,6905,0,1,0.0,1,2,14131.17,16502.07,37503.45,37503.45,3.15,0
0,21,1,0,69,2,1429,405,1,0.0,0,1,12211.83,11051.54,28419.23,28419.23,2.61,0
0,32,0,1,40,16,2200,2660,4,2660.0,1,3,8711.94,12415.98,888.9,2419.51,0.96,1
0,26,0,0,7,0,70,0,1,0.0,1,2,2299.38,2782.81,6628.95,29457.02,1.06,0
0,26,1,1,7,1,6000,5000,1,0.0,1,6,2214.42,1860.16,11601.58,6440.63,0.43,1
6,30,0,0,1,0,10,0,1,0.0,1,5,1567.93,2561.93,18619.29,25619.29,0.78,1
7,38,1,1,4,0,85,0,1,0.0,1,2,3944.84,6292.59,19694.46,38231.49,1.76,0
4,37,0,0,108,8,1416,821,4,821.0,1,5,3507.6,7896.51,2756.06,2165.46,0.95,1
1,25,0,0,164,9,1683,658,4,658.0,1,4,340.43,7201.23,2507.53,8999.1,0.99,1
1,53,0,1,3,2,30,30,2,30.0,1,2,11503.18,6769.94,23274.59,39424.86,1.85,0
3,56,0,0,85,9,2105,650,2,0.0,1,2,4.11,7310.18,2716.9,5638.7,1.07,1
1,61,0,1,102,2,2032,1351,2,1351.0,1,4,190.78,112.92,5870.78,548.31,0.44,0
1,21,0,1,26,6,2295,8410,4,8410.0,1,4,2799.94,6196.32,6873.7,591.52,1.04,1
0,54,1,0,28,0,3618,0,1,0.0,1,1,22097.65,20234.47,36172.37,43724.12,3.52,0
0,23,0,0,11,11,4950,5183,2,5183.0,1,4,358.12,7341.14,3364.46,1567.34,1.38,1
1,38,0,1,5,4,130,70,2,70.0,1,2,11510.67,12807.95,31346.59,31346.59,2.78,1
8,67,0,1,2,0,20,0,1,0.0,1,3,11974.89,5020.47,10153.52,10102.35,1.5,0
0,28,0,0,16,5,1214,2490,3,2490.0,1,6,2212.58,5241.21,6447.88,9233.63,0.06,1
2,28,0,0,8,0,4300,0,1,0.0,1,1,199.03,289.02,4109.84,2890.16,0.36,0
0,69,1,0,7,1,2320,1500,1,0.0,1,1,7862.72,5373.47,12801.0,35933.67,1.57,0
1,62,1,1,63,1,1443,700,1,0.0,0,2,705.72,1416.22,7162.19,14162.19,0.21,1
0,39,0,1,6,0,645,0,2,0.0,1,2,5033.95,20352.55,43920.92,43920.92,3.54,1
0,36,0,0,96,3,3560,1065,3,1065.0,1,4,596.23,6755.76,14222.17,3217.35,0.72,1
1,32,1,1,31,1,245,70,1,0.0,1,6,1569.31,3388.86,26888.58,12555.43,1.19,0
2,60,0,0,1,0,10,0,1,0.0,1,4,7736.62,1955.35,12223.24,5223.24,0.89,0
1,33,0,0,17,6,1749,2100,3,2100.0,1,3,1414.92,7011.51,768.79,6112.78,2.22,1
0,59,0,0,76,18,1590,1699,2,1699.0,1,2,692.98,3474.91,5.55,21963.39,0.7,1
1,57,0,1,8,0,400,0,1,0.0,1,1,28880.42,10351.25,13243.76,27252.08,2.54,0
1,38,0,0,44,9,2565,2311,1,0.0,1,1,431.39,190.29,106.96,11.13,0.43,0
0,41,0,0,21,3,1610,1949,2,1949.0,1,5,242.52,3419.48,3211.72,15990.83,1.3,1
0,38,1,0,3,3,2000,291,1,0.0,1,2,10234.82,16616.86,37694.77,37694.77,3.16,0
1,54,1,1,6,5,390,442,1,0.0,1,2,1320.79,709.97,99.71,1839.88,0.15,0
0,37,0,0,11,7,13000,65000,2,0.0,0,2,49.27,267.93,2312.53,1689.27,1.16,0
5,81,1,1,1,0,10,0,1,0.0,1,1,23404.26,15921.54,14607.72,36535.91,3.09,0
8,57,1,0,77,16,6150,3500,3,1750.0,0,2,296.17,2453.51,7944.31,649.22,0.5,0
4,36,0,0,5,0,300,0,1,0.0,1,4,768.58,1283.95,5839.52,4135.81,0.14,0
1,42,0,0,43,12,521,360,2,360.0,1,2,27.78,1679.3,9792.97,16792.97,0.34,0
1,38,0,1,5,1,800,300,2,300.0,0,3,1942.63,952.27,2522.7,2809.08,0.02,0
3,49,0,0,37,15,1150,1083,2,1083.0,0,4,2730.0,8201.72,4693.07,4275.35,0.41,1
2,33,0,1,56,13,28070,33300,3,33300.0,1,2,754.82,8757.56,670.31,672.69,1.68,1
0,54,0,0,94,3,4281,1207,1,0.0,1,3,2946.83,2442.57,8367.0,9199.7,1.06,1
2,63,0,0,5,0,50,0,1,0.0,1,2,618.44,1813.22,11132.16,6252.86,0.41,0
1,34,0,1,113,14,1649,1050,2,60.0,1,5,2545.4,6074.44,13679.9,1060.33,0.5,1
0,28,0,0,14,4,1747,2125,1,0.0,0,6,6308.08,8048.09,2068.02,1345.47,0.4,1
0,58,0,0,39,1,1580,400,1,0.0,1,2,26281.31,16393.49,37322.48,37322.48,3.14,0
0,41,0,1,63,46,1336,1070,4,1070.0,1,3,3520.73,8966.94,10599.35,8860.36,0.71,1
0,28,0,0,23,10,1045,2327,1,0.0,1,1,844.67,1.19,1059.72,5.71,0.81,0
1,38,0,0,54,2,869,851,2,851.0,1,2,521.15,1056.81,3568.1,3227.24,0.03,1
0,29,0,0,208,7,3504,2400,2,2400.0,1,5,637.02,6114.96,14660.61,890.48,1.45,1
10,53,1,1,12,0,173,0,2,0.0,1,2,8963.69,4312.65,4844.84,33281.61,1.36,0
1,21,1,1,5,2,1150,1250,1,0.0,1,5,616.81,1337.39,6373.93,4349.57,0.17,0
1,34,0,0,94,3,2060,1160,1,0.0,1,4,287.77,4008.23,2978.72,8987.51,1.84,1
3,26,1,1,1,0,50,0,1,0.0,1,2,2507.46,939.43,2394.34,2757.74,0.03,0
3,44,0,0,2,0,20,0,1,0.0,1,1,24837.68,12044.43,30074.05,30074.05,2.7,0
2,49,0,1,1,0,150,0,1,0.0,1,7,3369.15,5225.22,11689.15,11126.1,1.55,0
0,22,0,0,33,4,1093,2632,2,2632.0,1,4,2719.0,7849.87,1587.09,1655.52,1.07,1
1,22,0,0,27,8,3490,2645,4,2645.0,1,4,17898.94,5625.34,2952.81,45.52,0.83,1
1,67,0,1,24,4,245,259,2,0.0,1,1,10744.1,12359.45,30599.08,30599.08,2.74,0
6,68,1,1,65,2,810,260,1,0.0,0,1,1246.91,15561.42,12807.12,35935.71,3.06,0
8,38,1,1,51,0,11742,0,1,0.0,1,3,12921.2,7267.03,27002.7,21335.13,1.95,0
4,41,0,1,111,0,1308,0,1,0.0,1,4,4478.35,4473.9,6054.24,7369.49,1.39,0
3,29,1,1,21,1,205,35,1,0.0,1,1,21734.42,15147.85,10739.23,35246.41,3.01,0
2,31,1,0,1,0,100,0,1,0.0,1,5,1715.71,2094.08,13940.78,20940.78,0.55,1
3,33,0,1,105,3,2276,3300,2,0.0,1,3,5505.95,1428.22,123.07,17157.5,1.2,1
0,27,0,0,96,4,14692,7301,3,7301.0,0,4,14338.41,6106.43,6376.5,427.4,0.15,1
1,26,0,0,6,1,79,30,1,0.0,1,3,488.82,2366.12,16661.22,23661.22,0.68,0
0,46,0,1,61,0,3110,0,1,0.0,1,3,43.1,1416.57,7165.74,4666.29,0.21,1
0,50,0,1,73,17,365,330,1,0.0,1,1,7929.54,17838.15,24190.77,39730.26,3.28,0
0,59,1,1,79,8,3630,1810,3,1810.0,1,4,2393.21,7121.92,32.35,4121.26,1.86,1
1,34,0,0,21,4,5131,2318,1,0.0,1,1,4331.39,7529.66,5912.86,2332.88,0.9,1
0,40,0,0,24,2,1815,2500,1,0.0,1,1,11957.53,10537.15,27561.91,27561.91,2.55,0
0,42,0,1,39,4,3390,1100,1,0.0,1,2,66.51,159.88,1527.66,377.97,4.02,1
0,22,0,1,94,6,9890,3050,4,3050.0,0,2,1508.05,11895.36,2011.33,5237.04,0.29,1
0,58,1,0,49,2,4862,1400,1,0.0,0,2,3633.34,2621.78,19217.85,26217.85,0.81,0
1,40,0,1,1,0,200,0,1,0.0,1,2,9359.24,5835.28,7176.39,14176.39,1.67,0
0,42,0,0,6,0,274,0,1,0.0,0,1,3467.98,12701.48,31169.14,31169.14,2.77,0
3,43,0,0,7,5,150,130,2,130.0,1,3,745.38,827.35,1273.54,2309.42,0.09,0
1,31,0,0,133,3,4810,3515,3,3515.0,1,4,8504.4,4656.84,7240.16,151.21,1.02,1
2,33,0,0,27,3,1169,480,1,0.0,1,4,4440.95,8452.73,1850.37,10036.6,0.78,1
0,46,0,0,29,3,7900,565,2,565.0,0,3,3491.02,576.64,4290.99,30733.04,0.67,1
1,69,0,0,36,0,1240,0,1,0.0,1,1,978.89,678.11,218.9,6781.1,0.16,1
0,24,0,0,23,0,2750,0,1,0.0,1,2,13639.98,15630.33,36050.56,36050.56,3.06,0
1,53,0,1,6,5,320,309,1,0.0,1,3,1047.91,1145.87,4458.68,3583.47,0.07,0
2,57,0,0,1,0,10,0,1,0.0,1,2,9495.46,4752.73,8145.45,34381.82,1.45,0
2,33,0,1,10,0,100,0,2,0.0,1,5,7928.75,3329.78,2526.65,1648.9,1.17,0
0,52,0,0,62,19,1236,1239,4,1239.0,1,5,2372.19,540.34,14964.88,9806.24,0.66,1
1,30,1,0,8,0,2250,0,1,0.0,1,4,1819.95,135.66,8356.6,1542.64,0.57,1
1,40,1,1,5,0,1050,0,1,0.0,1,4,1436.7,4.93,7049.32,49.32,0.5,0
3,34,1,1,8,0,89,0,1,0.0,1,3,820.75,2129.55,28295.46,21295.46,1.56,0
5,59,1,0,1,1,20,20,1,0.0,1,4,1039.78,6905.89,24294.2,19529.47,1.88,0
1,47,0,1,33,5,1435,1800,1,0.0,0,2,13400.22,2626.14,805.27,1538.33,0.99,0
0,43,0,0,65,5,2135,1425,2,1425.0,1,3,3698.47,2583.14,255.41,6714.46,2.81,1
2,40,0,0,1,1,20,29,2,29.0,1,3,1633.6,1044.04,3440.38,3176.15,0.02,0
0,54,0,0,14,3,4670,2426,1,0.0,0,1,2244.15,4373.52,7488.56,5041.73,0.76,1
0,28,1,1,20,0,4430,0,1,0.0,1,1,14552.64,16002.24,36670.4,36670.4,3.1,1
1,34,1,0,108,1,2043,89,1,0.0,1,1,8962.34,4412.86,5596.47,33532.16,1.38,0
0,31,0,0,3,0,2200,0,2,0.0,1,4,19710.22,18143.9,25719.51,40239.84,3.31,1
1,38,0,1,29,3,269,100,2,0.0,1,5,304.91,1563.79,8637.85,15637.85,0.28,1
4,40,1,1,169,9,1245,650,4,650.0,1,5,422.73,4222.09,17531.83,6682.99,1.4,1
3,34,1,1,1,1,30,34,1,0.0,1,1,9614.57,5939.95,17049.59,37349.86,1.69,1
1,36,1,0,9,2,5000,1000,1,0.0,1,3,12239.95,16260.4,16301.99,37100.66,3.13,1
