ID,Life_Time,Age,Is_Retail,Is_CRM_Email
101777585,2,23,1,0
101781824,3,32,0,0
101786495,5,36,1,0
101804467,8,67,1,0
101804751,1,28,0,1
101805124,1,31,1,0
101806964,0,41,0,1
101807810,1,30,0,1
101809711,6,40,1,0
101811073,2,40,0,1
101822102,0,42,0,0
101825572,3,33,1,1
101834860,1,49,1,0
101835664,11,31,1,1
101840649,1,27,0,0
101842692,2,51,0,1
101847283,3,31,1,1
101851644,8,74,0,1
101853339,6,41,0,1
101855473,4,50,0,0
101857442,1,28,1,1
101858869,6,49,1,0
101868995,0,44,1,1
101871997,0,41,0,0
101873355,1,56,0,1
101874533,3,30,1,0
101882075,3,54,1,0
101882080,0,38,0,1
101883532,1,23,1,0
101883783,0,33,1,0
101888040,0,31,0,1
101904281,0,58,1,1
101911933,4,32,0,1
101912168,4,54,0,1
101914396,12,44,1,1
101915837,2,37,0,0
101916635,7,51,0,1
101923836,5,48,1,0
101942664,1,30,0,0
101945342,5,39,0,0
101950625,4,44,0,0
101955862,10,48,1,0
101963664,2,33,0,1
101966153,3,66,0,1
101975403,2,34,0,0
101978729,0,50,0,1
101985479,1,25,0,1
101986273,0,24,0,0
101990201,2,50,0,1
101996899,1,21,1,0
101998047,0,24,0,0
102001295,0,53,0,0
102006025,1,36,0,0
102007410,1,52,0,1
102011284,0,33,0,0
102016770,2,42,0,0
102018169,4,52,1,0
102019655,0,25,0,0
102021866,5,31,1,0
102022017,5,29,0,0
102022104,0,49,0,0
102028143,0,31,0,1
102029119,3,53,1,1
102032313,1,31,1,1
102035615,0,95,0,0
102040336,1,51,0,0
102040829,0,61,0,0
102044017,0,40,1,1
102046117,0,38,1,0
102047627,1,32,0,0
102051946,2,25,1,0
102052896,6,44,1,0
102054440,4,45,0,1
102060953,0,68,1,0
102063937,2,55,1,1
102066918,0,22,0,0
102069408,0,30,0,0
102082013,4,28,1,0
102083973,1,21,1,0
102087245,1,21,1,0
102087936,0,37,1,0
102089274,2,61,1,0
102090118,11,44,0,1
102094692,1,34,0,0
102109072,0,25,0,0
102110515,2,34,0,1
102111145,0,25,0,0
102112613,2,22,1,0
102116159,11,60,1,0
102116781,3,47,1,1
102117535,20,47,1,0
102123593,3,76,0,1
102127112,1,57,0,0
102130259,3,63,1,0
102132871,6,25,1,0
102134566,0,32,0,0
102134953,2,62,0,1
102147771,2,31,0,1
102148901,4,49,0,1
102161558,0,29,0,0
102169257,2,36,0,1
102173489,2,31,0,0
102175939,0,47,0,1
102176279,15,69,1,1
102177229,9,57,1,0
102178105,2,32,1,0
102178331,1,24,0,0
102179843,13,41,1,1
102180768,3,47,0,0
102181416,2,33,0,0
102183021,0,31,0,1
102183231,6,43,0,1
102183527,5,42,1,0
102199658,1,23,0,0
102203851,3,36,1,1
102205482,11,64,0,1
102208331,2,77,0,0
102208775,3,59,1,0
102209004,1,47,0,0
102213383,0,25,1,1
102214935,6,25,1,0
102227072,0,35,0,0
102233821,2,59,1,0
102234285,5,58,1,0
102236281,2,40,0,0
102238742,0,68,0,1
102250895,2,32,1,1
102254408,0,28,1,1
102255670,1,40,0,1
102255812,0,34,0,0
102263059,0,36,0,0
102264733,0,59,0,1
102269072,7,45,0,0
102277685,0,30,0,0
102277723,5,50,0,0
102286563,3,30,0,1
102286707,8,48,0,0
102288135,5,24,1,0
102288235,6,25,1,0
102290073,2,27,0,1
102293121,1,38,0,1
102293702,9,39,1,0
102293738,1,28,0,1
102296648,0,21,0,0
102296824,0,36,0,0
102297589,2,58,0,1
102301820,1,29,1,0
102302808,2,37,1,0
102307515,0,51,1,0
102308571,1,58,0,0
102309525,3,59,0,1
102311185,1,47,1,1
102315468,0,58,0,1
102320301,1,46,1,0
102325932,2,25,1,0
102327112,13,34,1,0
102334745,0,40,0,0
102335069,9,29,0,0
102335598,0,19,0,1
102338177,10,77,0,0
102339813,0,28,0,1
102340672,0,73,0,0
102346634,0,35,0,0
102349388,2,34,0,0
102361729,1,53,0,1
102362623,4,54,0,1
102365105,5,27,1,0
102366180,0,26,0,0
102377674,5,47,0,1
102378863,3,23,1,0
102382042,0,65,0,0
102383423,1,27,1,0
102392306,1,50,1,0
102395355,1,35,0,1
102395553,0,50,0,0
102396924,0,28,1,0
102397985,1,28,0,1
102398484,1,40,1,1
102399824,6,60,1,1
102403166,8,58,1,1
102403718,1,56,0,1
102418665,14,67,1,0
102419795,2,40,0,1
102422148,3,44,0,1
102431909,14,66,1,0
102434626,0,33,1,1
102440912,2,33,0,1
102445484,3,38,0,1
102451855,1,35,0,1
102454027,5,42,1,1
102454832,1,53,1,1
102455907,8,41,0,0
102456163,0,37,1,0
102457127,5,25,1,0
102474435,0,55,0,1
102478649,4,66,0,0
102480426,0,42,0,0
102496556,2,23,0,1
102503659,0,40,0,0
102505385,0,36,0,1
102511415,1,39,0,0
102515108,7,35,1,0
102529534,0,33,0,0
102531669,3,49,0,0
102546031,10,38,1,0
102551210,1,45,0,0
102552793,0,48,0,1
102556506,4,33,0,0
102558434,0,32,1,1
102568083,4,27,1,1
102569082,1,39,0,0
102571879,5,28,1,0
102576177,2,30,1,0
102582098,2,30,1,1
102582779,2,35,0,0
102587192,0,39,1,1
102590942,2,42,1,0
102591940,3,27,0,1
102596030,12,75,0,0
102598324,5,29,0,0
102605846,2,22,1,1
102607219,1,57,0,1
102614499,3,43,0,1
102616208,3,28,1,0
102616949,1,68,1,0
102618364,1,61,0,1
102620180,0,41,0,0
102621021,8,71,1,1
102623336,13,64,1,0
102626924,1,50,0,0
102634131,1,46,0,0
102634570,0,65,0,1
102636721,0,48,0,0
102639745,7,50,1,1
102643942,1,27,1,0
102644842,2,47,1,1
102653772,0,38,0,0
102656467,0,34,0,0
102657908,1,33,0,0
102658775,4,28,1,1
102661860,0,26,0,1
102662357,1,31,0,1
102672785,0,29,1,0
102673220,0,58,0,0
102673816,0,34,1,0
102678460,0,55,0,0
102680860,1,24,0,1
102683317,2,59,0,0
102684668,3,85,0,1
102688827,0,59,0,0
102691103,0,29,1,0
102700037,3,32,1,1
102700690,6,53,1,1
102707046,1,37,0,0
102718585,0,46,1,0
102719906,1,36,0,0
102733817,3,72,1,0
102749230,0,27,1,0
102750866,1,41,0,1
102755506,4,34,1,0
102760537,3,61,1,0
102766458,1,38,1,1
102770134,1,34,0,1
102771374,2,21,1,0
102771432,1,30,0,1
102773737,1,38,0,0
102774835,6,40,0,1
102779585,3,39,0,1
102780495,1,60,0,1
102785953,5,35,1,0
102790824,6,36,0,1
102791113,4,24,0,1
102792387,0,39,0,1
102798608,1,31,0,0
102805621,1,40,0,0
102809278,1,30,0,0
102811343,0,21,0,1
102812065,0,27,0,0
102813195,13,91,1,1
102814612,1,32,0,0
102816746,10,36,1,1
102818358,1,33,0,0
102818484,6,33,0,0
102823582,7,30,1,1
102827191,0,34,1,0
102827505,0,42,0,0
102828398,4,57,0,1
102833058,1,33,0,0
102833346,3,23,1,1
102844666,1,30,0,0
102852053,1,27,0,0
102860411,1,44,0,1
102861587,2,41,0,1
102861912,3,28,1,0
102864007,2,37,1,0
102867856,0,58,0,0
102868757,0,49,0,0
102874652,0,53,0,1
102876771,1,21,0,1
102878909,3,48,0,0
102879856,0,30,0,1
102880601,0,31,0,1
102881159,0,64,0,0
102898527,3,40,0,1
102899996,0,40,0,0
102901032,1,29,0,0
102901657,0,36,0,0
102902412,0,30,0,0
102904434,1,33,0,0
102909194,4,54,0,0
102914457,1,48,0,1
102917875,3,25,1,1
102919171,1,38,0,0
102922667,3,27,0,0
102923599,3,49,1,0
102931629,2,35,1,0
102931730,0,38,1,0
102932925,0,46,0,0
102933922,1,36,0,0
102944771,5,45,0,0
102950231,0,38,1,1
102950250,0,38,0,0
102954346,5,56,1,1
102956371,0,30,0,0
102959626,0,27,0,0
102960490,5,60,0,1
102963517,5,34,1,0
102965452,1,62,0,0
102969135,3,32,0,1
102973231,0,43,1,0
102984508,0,34,0,0
102991362,9,48,0,1
102992038,3,31,0,1
102992503,4,41,1,0
102992811,0,73,0,1
102996857,1,22,1,0
103004248,0,44,0,1
103010420,2,37,0,1
103012156,3,44,1,0
103015344,8,62,1,1
103022696,0,33,1,0
103026578,0,41,0,0
103045619,2,26,0,0
103051068,1,24,1,0
103051265,4,35,0,0
103055579,13,61,0,0
103057579,0,29,0,0
103066217,3,46,1,1
103076864,3,37,0,1
103079303,0,46,0,0
103086776,7,48,1,0
103088578,1,26,1,0
103088723,1,26,1,0
103092649,1,34,0,0
103095574,4,65,1,0
103110862,1,43,1,1
103113108,1,38,0,0
103117908,0,26,0,1
103129072,2,22,0,0
103129322,3,40,0,0
103134074,4,45,1,1
103145707,1,29,0,0
103153547,1,30,0,0
103155948,0,32,0,0
103163639,0,38,1,0
103168165,1,37,0,1
103172368,0,66,0,1
103177198,2,31,0,1
103181657,2,39,0,0
103182278,1,56,1,0
103189515,0,37,0,0
103194122,2,40,0,0
103195348,0,68,0,1
103196638,0,38,0,0
103210924,2,35,1,1
103212823,1,30,1,0
103213907,0,53,1,1
103216012,2,27,1,1
103222507,7,61,0,1
103228067,0,28,0,0
103229700,2,37,1,0
103232183,2,44,1,1
103236129,1,36,0,0
103240155,11,67,0,0
103242076,0,42,0,0
103248123,0,40,0,0
103248320,10,44,1,1
103251218,9,40,1,1
103253528,8,40,1,0
103254909,5,31,0,0
103257126,3,37,0,1
103260257,4,46,1,1
103262109,4,35,0,1
103262327,1,48,0,1
103262596,1,33,0,1
103268566,1,37,0,1
103279246,4,24,1,0
103281035,2,23,1,1
103282790,4,28,0,1
103289357,4,57,1,1
103290328,2,64,1,1
103293305,4,23,1,0
103299229,3,27,0,1
103301168,1,32,0,1
103302344,1,38,0,0
103305761,0,52,0,1
103313815,0,47,0,1
103318311,3,49,1,0
103320435,8,47,1,0
103321177,7,51,0,0
103323264,1,38,1,0
103331920,11,42,1,0
103337769,0,32,0,0
103340231,0,50,0,0
103340733,1,34,0,0
103345960,11,82,1,1
103346620,12,65,0,1
103350727,2,28,0,0
103352080,2,54,0,0
103352405,7,78,0,1
103354402,3,37,0,1
103354545,0,29,1,0
103361847,2,36,0,0
103363782,0,28,0,0
103364582,1,25,1,0
103365225,0,34,0,0
103372274,4,64,0,1
103379106,10,40,1,0
103384075,3,27,1,0
103386688,12,36,0,1
103388134,2,26,1,1
103388298,0,48,0,1
103391074,3,35,0,0
103392968,3,30,0,1
103393788,6,39,1,0
103399390,0,31,0,0
103399765,4,40,1,1
103401479,4,69,0,0
103406283,9,52,1,0
103408144,0,40,1,0
103423315,10,70,1,0
103425420,1,63,0,0
103427625,5,52,1,0
103431528,2,36,0,1
103431709,3,43,1,0
103436746,0,23,0,0
103438146,3,26,0,1
103444704,5,31,1,0
103446887,3,69,1,0
103451345,0,41,1,0
103454621,0,33,1,0
103454933,2,57,0,1
103463924,2,40,0,0
103477219,0,40,0,1
103480451,2,77,0,0
103480708,8,60,1,1
103487452,1,39,0,0
103493934,3,55,1,0
103494400,13,65,0,1
103498833,7,65,0,1
103498910,1,25,0,0
103498967,1,25,1,0
103501650,7,41,0,1
103502005,2,62,1,1
103502964,6,58,1,0
103514987,4,25,1,0
103518823,1,43,1,0
103519616,0,53,0,0
103526559,1,38,1,0
103535884,5,28,1,0
103537455,2,47,0,1
103541505,8,28,1,1
103548898,0,25,0,1
103551668,1,57,1,0
103551721,1,51,0,1
103568326,0,37,0,1
103574430,1,50,0,0
103578609,5,36,1,0
103583241,1,31,0,1
103593933,5,35,1,0
103594878,1,26,0,0
103598455,10,30,1,0
103602905,0,56,0,0
103610622,9,31,1,1
103610967,0,28,0,0
103611119,4,51,1,1
103612404,0,37,1,0
103622391,2,41,1,0
103622711,1,43,0,1
103622727,2,41,1,0
103629924,0,28,0,0
103634476,7,57,1,0
103647063,6,66,0,1
103651298,0,47,1,0
103659340,1,23,1,1
103659457,1,37,1,1
103660712,13,55,1,1
103662972,0,56,0,0
103663332,4,60,1,1
103664670,4,38,1,0
103667089,2,41,0,1
103672203,2,37,0,0
103675906,0,37,1,0
103694723,14,51,1,0
103695470,2,21,1,1
103697622,11,52,0,1
103698357,2,30,0,1
103701078,5,49,0,1
103701449,2,30,1,1
103705985,1,26,0,0
103709640,0,30,0,0
103716588,1,48,0,1
103719316,5,35,1,0
103723606,1,44,0,1
103725352,5,38,1,0
103725386,1,30,0,0
103728181,0,31,1,0
103729222,1,61,0,1
103729880,0,47,0,0
103731269,1,41,1,0
103732070,0,28,0,0
103732412,0,55,0,1
103733349,0,24,0,1
103733427,5,30,1,0
103749836,4,22,1,0
103750746,1,39,1,1
103750771,0,43,0,0
103751506,0,25,0,0
103754450,8,57,0,1
103759050,7,50,1,1
103760148,2,28,1,1
103769983,0,35,0,1
103770599,2,35,0,0
103774741,0,64,0,0
103775222,5,40,1,0
103780772,1,24,0,1
103785266,9,36,0,0
103798991,1,61,1,1
103802193,0,26,0,0
103803508,4,55,1,1
103803738,1,39,1,0
103808906,1,20,1,0
103809419,1,42,0,1
103810768,1,62,0,0
103818796,1,44,0,0
103828098,1,34,0,0
103843834,3,23,1,1
103844562,1,31,0,1
103851537,3,34,0,1
103860032,1,47,0,1
103861293,1,61,0,0
103864184,3,45,1,1
103865064,2,43,0,1
103865645,1,68,0,1
103868605,6,60,1,0
103869217,3,44,0,1
103872653,14,41,0,0
103875876,0,35,1,0
103875957,0,57,0,0
103883698,3,40,0,1
103891822,5,37,1,1
103899297,14,52,1,0
103901556,3,63,1,1
103901557,0,30,1,0
103905306,2,57,1,0
103920562,3,38,0,0
103922949,1,32,0,1
103927984,0,50,0,0
103928062,1,46,0,0
103929351,0,38,0,0
103930520,2,33,0,0
103931433,10,42,0,1
103932419,0,57,0,0
103938148,0,30,1,0
103942716,2,32,1,1
103943231,3,26,1,0
103951250,3,48,1,0
103951880,0,42,1,0
103956316,4,23,0,0
103957195,0,50,0,0
103958621,0,33,1,0
103959309,2,32,0,1
103965700,11,34,1,1
103966139,0,41,0,0
103971387,1,51,0,1
103973450,7,64,1,1
103974612,6,47,0,0
103974830,14,45,1,1
103976409,11,38,1,0
103979476,2,35,1,1
103983876,1,63,1,0
103985418,2,29,0,1
103986715,12,43,1,1
103990918,0,34,0,0
103991763,0,34,0,0
103991902,3,47,1,0
103995758,12,70,1,0
104005052,2,52,0,1
104005123,1,36,0,1
104005987,4,30,1,1
104007319,2,37,1,1
104009715,7,30,0,1
104014348,1,22,1,0
104015095,3,54,0,1
104015927,10,59,0,1
104020772,0,20,0,1
104023069,2,26,1,0
104027281,1,52,0,1
104029262,7,31,1,0
104030461,3,39,1,0
104033507,10,52,0,0
104033848,1,30,0,1
104034260,6,45,1,1
104035123,1,55,0,1
104037170,14,66,1,0
104037801,2,43,0,0
104038734,2,40,0,1
104041516,2,70,1,1
104044832,4,43,0,1
104045713,1,26,1,0
104047241,3,25,1,1
104047433,1,23,0,1
104052928,5,31,1,0
104060870,1,44,0,1
104066033,0,36,0,0
104067533,11,75,1,0
104068353,0,47,0,0
104070587,4,35,0,1
104072505,5,39,0,0
104072544,1,53,0,0
104075511,1,52,0,0
104076993,3,37,0,1
104078439,1,45,0,1
104080397,1,25,1,1
104085841,1,46,0,0
104091759,2,41,1,0
104111814,2,58,0,1
104116233,2,72,1,0
104120917,0,51,0,0
104124533,3,43,0,1
104127638,1,31,1,1
104129079,0,37,0,0
104135880,2,43,0,0
104141725,6,82,1,1
104143653,0,41,0,0
104148320,1,37,0,1
104148803,2,33,0,1
104152181,4,55,0,1
104152450,4,47,0,0
104155738,1,34,1,0
104158510,0,48,1,1
104160934,0,45,0,0
104160991,3,56,1,1
104171465,1,53,0,1
104177810,10,38,0,1
104182696,1,53,1,1
104184776,2,31,0,0
104191950,14,55,0,1
104194780,4,35,0,1
104197793,7,54,1,0
104200965,0,37,0,0
104201543,0,44,1,0
104204579,2,54,1,1
104206910,1,36,0,0
104208035,11,58,1,1
104208112,2,53,1,0
104215380,0,32,0,0
104216990,1,26,1,0
104225247,0,42,0,0
104226066,0,24,0,1
104226331,0,29,1,0
104227895,0,30,0,0
104230839,0,52,0,1
104231184,6,50,1,1
104236924,3,26,1,0
104238146,2,49,0,0
104242969,3,48,1,1
104254405,0,44,1,0
104256808,1,46,1,1
104263669,5,26,1,0
104265497,4,32,1,0
104269689,2,70,0,1
104279764,5,48,1,1
104282238,2,39,0,1
104289481,4,29,1,0
104291779,1,22,0,1
104307795,1,38,1,0
104309223,1,34,0,0
104311750,2,43,1,1
104322003,4,35,1,0
104322298,0,56,0,0
104323858,0,49,0,1
104325018,0,33,1,0
104325244,1,36,0,0
104338294,2,25,1,0
104343903,1,30,0,1
104347764,6,31,1,1
104356515,1,30,0,0
104364508,2,50,1,0
104370057,0,35,0,0
104374677,8,59,0,1
104376012,2,27,1,0
104376704,1,62,0,0
104383920,8,48,0,0
104389130,8,38,1,1
104389297,8,37,1,1
104394416,0,41,0,0
104395222,0,58,0,1
104399343,7,64,0,1
104399943,1,40,1,1
104402219,0,34,1,0
104417591,0,72,0,1
104421607,1,36,0,0
104423038,5,34,1,0
104426435,6,46,0,0
104426959,1,30,1,1
104430551,0,36,0,1
104433630,7,43,1,0
104445101,2,49,0,1
104445813,3,41,0,1
104454974,1,59,0,1
104464791,14,72,0,0
104466017,4,62,0,1
104471802,0,47,0,1
