ID,Life_Time,Age,Is_Retail,Is_CRM_Email
257955344,0,55,0,0
257956155,0,52,0,0
257962138,4,63,0,0
257965669,0,44,0,0
257965720,2,24,1,0
257969931,8,61,1,0
257976328,0,52,1,1
257977223,1,63,0,0
257980891,6,28,0,1
257981894,1,56,1,1
257983622,3,58,1,1
257985184,1,29,1,0
257985930,0,39,0,0
257990205,1,58,1,1
257995666,2,37,0,1
257997047,2,30,1,1
258010984,1,39,1,0
258012905,2,56,0,0
258021609,0,65,1,1
258022098,1,46,0,1
258027979,0,52,0,0
258029206,0,64,0,1
258032868,0,34,0,0
258034552,4,39,0,1
258037749,1,53,1,1
258042839,4,45,1,1
258047252,1,34,0,0
258048433,2,31,0,0
258051741,0,24,0,0
258057017,6,36,0,0
258060312,4,46,0,1
258064742,11,66,1,0
258070071,12,49,1,0
258071537,1,58,1,0
258072377,0,25,1,1
258074789,0,34,0,1
258077539,6,42,1,1
258080085,1,29,1,0
258080284,0,49,0,0
258081973,2,24,1,1
258083419,3,59,0,0
258094392,2,84,0,1
258095676,1,22,0,0
258098961,2,42,0,1
258099056,1,28,0,1
258099425,0,36,1,0
258102775,0,55,1,0
258109510,0,30,1,1
258111977,6,56,1,1
258112251,4,76,1,1
258117730,1,27,0,1
258123225,3,27,0,1
258124139,0,20,1,0
258125956,7,27,1,0
258126172,5,48,1,0
258129854,4,26,1,1
258130899,0,27,1,0
258133878,0,23,0,1
258138006,1,25,0,1
258138420,1,28,0,0
258140458,2,30,1,0
258145749,1,23,1,0
258152193,8,39,1,0
258155621,0,38,0,1
258157882,1,21,0,0
258160697,1,59,1,0
258171705,2,64,0,0
258172862,0,29,0,0
258173502,1,52,0,0
258174579,0,48,0,0
258177076,0,46,0,0
258183531,1,32,0,1
258187197,6,60,1,1
258193679,2,57,0,1
258193822,13,50,0,0
258198165,0,30,0,1
258199792,1,46,0,0
258200761,0,42,1,0
258202182,8,56,1,1
258203148,1,39,1,0
258205309,0,43,0,1
258207385,0,48,0,1
258219828,11,56,1,1
258220825,0,54,0,0
258226897,2,44,0,1
258234793,0,34,0,1
258237978,4,42,1,0
258240408,0,21,0,0
258240482,4,38,0,1
258252875,11,46,1,1
258254484,2,26,0,1
258256993,1,29,1,0
258259712,0,23,0,0
258263319,7,25,1,1
258264685,1,40,0,0
258275019,5,37,0,0
258279665,10,63,1,1
258280250,1,64,1,0
258282397,2,38,1,0
258285762,0,45,1,0
258290243,0,22,1,0
258290752,5,27,1,0
258292343,4,32,0,0
258293040,1,50,0,1
258311308,3,64,0,1
258312758,1,23,0,0
258314255,2,52,0,1
258315980,1,31,0,0
258317210,1,53,0,1
258327614,0,42,0,1
258337592,1,55,0,1
258347776,2,52,0,1
258352011,1,32,0,1
258352082,0,32,0,0
258357770,8,30,0,1
258358942,7,35,0,0
258359056,0,22,1,0
258361175,0,38,0,0
258365690,3,28,0,0
258366857,5,35,0,1
258374397,1,30,1,0
258379357,0,36,0,0
258385788,4,44,1,1
258386201,2,36,0,1
258386481,0,26,0,1
258389817,0,25,1,0
258390053,1,23,1,1
258399666,0,24,0,0
258404553,1,32,0,0
258424033,0,74,0,0
258436484,1,36,1,0
258451204,5,25,1,0
258461945,2,47,0,1
258469381,2,56,0,0
258476607,0,53,0,0
258479256,7,73,0,1
258483010,0,30,0,0
258483371,1,42,0,0
258485670,1,41,0,1
258486085,3,44,0,1
258489221,2,49,0,1
258490624,6,39,1,0
258492435,3,46,0,0
258493935,1,32,0,1
258496299,2,39,1,1
258499640,0,35,0,0
258502141,16,54,0,1
258503085,2,43,0,1
258503686,0,21,0,1
258507070,0,38,0,0
258510663,0,28,0,0
258521371,5,47,1,0
258522956,2,29,1,0
258523099,2,44,0,1
258525193,0,43,0,1
258530016,0,44,0,0
258541409,2,39,0,0
258545335,2,49,1,0
258546624,1,48,0,1
258551156,1,40,0,1
258559374,0,62,1,0
258559892,2,46,0,1
258560984,2,27,0,0
258564985,2,34,1,1
258567024,9,31,1,1
258572740,0,29,0,1
258575430,10,57,1,1
258576997,0,44,0,0
258582180,0,36,0,1
258582475,10,71,0,1
258584085,0,29,0,0
258586468,0,41,1,0
258588030,3,47,0,0
258590445,0,60,0,1
258590955,13,54,1,1
258591389,4,34,0,1
258592618,6,70,1,0
258594486,0,33,0,1
258597777,0,34,0,0
258602488,2,34,1,1
258612324,1,51,0,0
258614454,7,47,0,0
258614746,1,35,1,0
258617825,1,33,1,1
258620729,3,30,1,0
258626803,2,31,1,0
258629795,9,34,0,1
258632145,1,34,0,1
258647453,0,19,1,0
258652467,0,38,1,0
258653028,0,34,1,0
258654916,4,48,0,0
258655153,0,42,0,0
258656181,0,56,1,0
258656287,6,51,0,0
258664112,2,35,1,0
258667922,3,59,0,1
258670097,0,33,0,0
258673632,6,26,1,0
258673807,0,22,0,0
258678508,0,23,0,0
258678713,12,68,1,1
258696953,1,38,0,0
258708832,8,54,1,0
258715571,0,31,0,0
258717111,1,28,0,0
258720186,1,41,1,1
258720375,1,34,0,0
258720825,7,37,0,1
258723799,0,22,0,0
258736045,8,45,0,1
258754537,1,41,0,1
258762486,1,41,0,0
258764406,3,55,1,0
258768507,2,35,1,0
258770813,1,59,0,0
258786857,4,39,1,1
258790984,0,29,0,1
258791091,2,42,0,0
258796390,6,60,0,1
258798500,15,63,1,1
258799759,5,28,1,1
258801663,2,40,1,1
258803016,2,44,1,1
258808385,1,32,0,1
258812575,0,37,0,0
258814901,5,37,1,1
258817983,0,29,0,1
258818127,2,32,0,0
258819991,3,25,1,0
258820239,1,20,0,1
258823118,7,40,0,1
258824033,1,70,0,0
258825806,3,30,0,0
258840213,2,36,0,0
258842365,0,35,0,0
258847496,1,59,0,1
258850682,3,36,0,1
258854870,2,23,1,0
258862198,1,37,1,0
258868647,0,27,1,0
258869327,4,33,0,0
258869756,6,41,1,1
258870174,0,35,0,0
258871472,0,28,0,0
258877293,1,47,1,0
258880875,4,35,0,1
258887086,1,30,0,0
258887939,4,37,1,0
258890283,1,71,0,1
258891074,0,41,0,0
258898884,0,23,0,0
258901976,1,53,0,0
258906581,0,50,0,0
258907117,2,35,0,0
258909746,0,28,0,1
258911619,0,29,0,0
258918049,1,36,0,1
258922744,1,55,0,1
258934411,0,21,0,0
258941381,2,32,0,0
258943364,7,32,0,0
258944456,0,29,0,0
258958580,1,28,0,1
258962633,3,67,0,1
258963681,4,55,0,0
258970249,9,33,0,0
258970670,2,34,0,1
258975127,0,33,0,1
258978372,2,58,0,1
258986347,1,28,0,1
258988489,9,34,1,1
258989263,0,48,1,1
258989851,3,22,1,0
258999408,1,36,0,0
259002306,0,67,0,1
259005689,14,58,1,0
259013466,3,52,1,0
259013980,5,58,1,1
259018399,1,38,1,0
259018961,4,47,0,0
259019125,1,73,1,0
259022992,1,60,0,1
259024787,1,52,0,1
259029485,10,62,1,1
259029923,0,50,0,0
259039306,1,48,0,1
259041950,2,32,1,1
259047677,1,54,0,0
259051657,1,75,0,0
259062249,0,26,0,0
259063092,5,28,0,0
259063576,3,37,1,0
259074663,1,35,0,1
259075243,1,52,0,1
259075478,0,35,0,0
259083544,1,46,0,1
259084548,1,69,0,1
259095809,3,21,0,0
259103364,10,46,0,0
259113100,4,26,1,0
259116903,5,46,1,1
259118454,3,49,1,1
259118858,0,35,1,0
259122077,2,47,0,1
259127864,1,45,0,1
259128371,0,49,1,0
259134347,1,53,1,0
259135168,2,32,0,1
259146849,4,27,1,1
259148334,6,57,1,0
259149043,0,35,1,0
259153624,2,32,0,0
259154576,4,47,1,0
259154905,2,40,1,1
259155562,0,38,1,0
259156334,4,26,1,0
259158239,0,25,0,0
259166794,0,51,0,1
259170244,1,52,0,0
259173857,0,56,1,0
259177283,3,68,0,1
259179252,2,21,1,1
259180718,1,37,0,1
259189946,6,57,0,0
259195661,1,29,0,1
259196904,7,70,0,0
259203577,3,28,0,1
259220635,5,74,0,0
259229880,1,65,1,1
259241422,5,40,0,1
259245998,2,33,0,0
259247713,7,51,0,1
259253717,4,59,0,1
259258793,1,42,0,0
259265777,2,34,1,0
259267059,1,69,0,1
259267776,6,64,0,1
259268097,7,42,1,0
259268385,2,59,1,0
259270021,0,62,0,1
259273933,6,58,0,1
259277220,11,54,1,1
259277508,0,36,0,0
259289604,9,76,1,0
259304669,1,38,0,0
259306219,1,22,1,1
259306340,4,60,0,0
259306684,2,36,1,0
259306993,10,38,1,1
259309542,4,29,0,0
259311447,2,45,0,1
259311652,0,38,0,0
259313155,2,46,0,1
259318795,1,32,1,1
259321746,1,39,0,1
259331764,2,43,0,1
259344222,1,43,1,0
259358950,1,54,1,1
259363192,0,27,1,0
259363759,0,30,1,0
259377400,1,35,0,0
259379656,10,34,1,0
259380552,6,58,0,1
259383424,7,44,0,0
259388148,1,27,0,0
259388911,1,50,0,0
259393195,2,50,0,0
259396999,2,91,1,0
259400734,2,27,0,1
259400963,1,42,0,0
259401355,2,38,0,0
259401861,1,50,1,1
259410376,2,38,0,1
259413340,3,41,0,1
259415710,1,32,1,0
259419720,0,30,1,0
259423072,1,32,0,0
259429887,1,23,0,0
259432951,0,51,0,0
259439202,4,33,0,1
259439272,1,38,0,0
259446001,4,41,0,0
259454343,8,80,1,1
259456610,10,49,0,0
259456996,0,23,0,0
259462749,0,44,0,0
259468056,0,54,1,1
259474663,8,66,0,0
259476452,2,31,0,1
259481563,8,56,0,0
259483589,1,28,0,0
259487495,1,29,0,1
259488950,5,29,1,0
259491074,0,61,1,0
259500687,3,46,0,1
259502168,1,41,1,0
259507432,2,37,0,1
259507711,2,58,1,0
259510259,2,61,0,1
259520557,4,36,1,0
259521337,2,47,0,1
259523932,11,58,1,1
259526134,1,30,0,1
259527089,3,36,1,0
259529306,0,44,1,1
259529407,1,39,1,1
259531432,1,21,1,0
259537270,2,48,0,0
259541745,1,29,1,1
259543515,2,27,0,0
259549514,1,25,1,0
259552294,1,20,1,1
259553871,1,36,0,1
259555307,7,54,1,1
259556521,4,32,1,0
259563745,1,28,0,1
259568615,2,31,1,0
259571029,1,29,0,1
259573094,0,28,0,0
259587141,3,35,1,0
259590056,2,53,1,1
259601739,3,38,1,1
259602383,3,37,0,1
259604283,0,35,0,0
259606230,0,30,1,0
259606550,2,22,0,0
259608932,6,40,0,0
259615068,1,54,0,0
259615454,9,60,0,1
259616924,2,59,0,0
259618559,0,42,0,0
259620806,1,19,1,0
259628586,4,38,1,0
259640284,4,54,1,0
259642966,3,55,1,1
259653066,0,37,0,0
259657607,0,25,0,0
259662266,1,30,1,1
259664388,2,33,1,1
259667763,1,36,0,0
259669037,0,60,0,1
259669804,2,32,0,1
259675816,1,29,1,1
259676341,6,30,0,1
259681245,6,27,1,1
259683271,3,37,0,0
259691534,0,52,0,1
259693095,1,31,0,0
259702722,0,54,0,1
259707212,3,38,1,0
259708849,14,67,1,1
259715013,12,39,0,0
259720628,0,48,0,0
259722498,2,49,1,0
259730510,3,40,0,1
259736014,2,47,0,0
259737540,1,22,0,0
259739134,0,34,1,1
259739327,0,50,0,0
259739925,5,48,0,1
259739952,1,63,0,1
259740313,1,61,0,1
259740794,4,28,1,0
259741693,0,40,0,0
259749794,12,77,0,1
259753295,9,39,1,0
259756465,0,48,0,0
259758188,1,50,1,1
259759441,0,41,1,0
259760603,0,29,0,0
259763131,0,43,1,1
259768289,1,39,1,0
259771983,0,37,1,1
259774977,2,48,0,1
259783311,1,45,0,1
259783918,1,34,0,0
259786463,1,47,0,0
259791513,0,40,0,0
259792381,0,35,0,0
259793633,4,35,1,0
259797924,0,24,0,0
259801766,11,55,1,1
259805729,1,36,0,1
259806639,1,22,1,0
259807495,0,25,0,0
259813920,0,64,0,1
259819694,2,47,1,0
259831024,2,38,1,1
259835243,0,40,0,0
259835900,9,48,0,1
259839945,5,63,1,1
259840670,1,46,1,0
259842902,0,29,0,0
259843229,13,47,1,0
259845945,7,76,0,1
259849391,9,61,0,1
259852253,5,40,1,0
259852770,1,31,0,0
259852819,0,26,0,0
259871843,1,57,1,0
259872593,0,34,1,0
259872738,0,32,0,0
259877670,2,40,0,1
259878432,1,36,1,0
259879324,6,25,1,0
259888688,2,67,0,1
259890733,0,28,1,0
259893280,1,37,0,0
259897555,1,66,0,0
259899566,0,33,0,0
259901354,1,25,1,1
259902359,6,50,0,1
259915449,0,55,0,0
259920527,1,38,0,1
259921076,2,31,1,0
259929896,2,39,0,1
259933241,9,39,0,1
259933640,2,53,1,1
259935474,1,55,0,0
259943954,0,55,1,0
259945130,0,27,0,0
259946684,1,61,0,0
259948902,0,26,0,0
259953713,11,66,1,1
259958421,2,22,0,1
259970136,1,32,0,1
259980490,0,68,0,1
259982680,1,41,1,0
259987297,5,41,1,0
259987349,2,78,0,1
259991563,15,57,1,1
259996436,0,51,1,0
259998852,2,41,0,1
259998893,3,27,0,1
259999019,1,38,0,0
260005808,0,45,0,0
260014538,1,33,1,0
260015868,2,34,0,0
260016819,1,43,1,0
260017192,5,59,0,0
260017603,0,58,1,1
260020144,5,38,1,1
260021558,2,48,0,1
260023238,9,46,0,1
260032145,2,44,0,0
260032247,0,31,0,1
260032476,1,44,0,0
260040215,0,26,0,0
260051853,13,68,0,1
260055021,0,39,1,0
260059818,0,31,1,1
260060165,0,31,0,1
260061456,1,31,0,1
260069284,0,46,1,0
260074946,1,34,0,1
260076633,1,39,0,0
260079119,1,40,1,0
260086203,0,37,1,0
260090207,5,40,1,1
260091388,0,41,1,1
260092786,0,23,1,0
260093476,0,51,0,0
260099019,0,24,1,0
260101156,2,39,1,0
260102417,7,62,1,1
260102558,4,31,0,0
260110180,1,61,0,0
260114452,1,55,0,0
260121212,1,36,0,0
260123366,0,40,0,1
260125932,0,29,0,1
260129758,5,65,0,1
260136897,11,53,1,0
260152513,4,29,0,1
260153579,1,34,0,1
260155778,5,45,1,0
260157765,9,57,0,0
260157790,4,46,0,1
260164616,0,46,0,1
260165224,2,43,0,1
260167673,4,23,1,0
260168676,0,47,1,1
260174365,0,34,0,0
260177234,14,59,0,1
260178445,5,25,0,1
260179042,5,80,0,1
260181937,5,35,0,0
260185261,1,33,0,0
260190344,9,30,1,1
260191375,1,30,1,0
260204460,6,63,0,1
260207216,1,33,0,1
260210638,2,48,1,1
260211451,1,34,0,0
260214940,0,24,0,0
260221489,0,43,1,0
260223793,4,49,1,0
260229245,0,29,1,0
260230090,1,52,0,1
260233984,1,25,0,0
260234922,2,25,1,0
260242538,0,54,1,0
260245088,0,25,0,0
260253008,3,56,0,1
260258308,0,19,0,1
260262754,1,36,0,1
260263894,0,33,0,0
260267268,8,58,1,1
260269219,0,29,1,0
260272755,0,27,1,0
260272807,2,23,1,0
260276176,0,66,0,1
260277963,1,32,0,0
260280812,7,48,1,1
260285786,0,51,1,0
260288270,1,34,0,0
260288540,6,36,1,0
260289456,2,39,0,0
260296224,5,40,0,0
260296841,3,35,0,0
260302093,0,19,1,1
260311423,1,32,1,0
260323968,1,28,0,0
260325432,1,56,1,0
260334785,2,39,1,0
260338100,7,27,1,1
260347280,7,52,0,1
260351135,1,46,0,1
260352187,1,22,0,1
260359605,9,50,0,1
260363365,1,23,1,1
260363756,0,46,0,0
260365138,1,48,1,1
260366733,0,29,1,0
260370209,1,56,1,0
260372852,1,42,1,0
260380684,1,34,1,0
260381745,1,34,0,1
260386966,0,31,1,1
260393729,0,39,1,0
260405022,1,23,0,0
260408334,0,51,0,0
260412183,0,41,0,0
260414469,0,63,0,0
260431225,0,29,0,0
260435807,0,28,0,0
260440333,2,41,1,0
260442733,0,57,1,0
260444906,14,65,0,0
260445057,1,48,0,0
260447879,5,54,1,1
260449999,9,64,0,1
260451118,3,59,0,1
260464869,12,66,1,1
260469376,1,30,0,1
260473931,0,29,0,0
260474132,9,62,1,1
260477104,1,41,0,0
260479459,1,58,0,0
260482140,3,47,0,1
260495371,9,33,1,0
260512484,0,42,0,0
260515796,1,51,1,1
260517140,2,24,0,0
260518159,1,45,0,1
260521892,1,28,0,1
260523857,2,55,1,0
260523954,1,34,0,0
260524159,1,31,1,0
260531082,3,60,1,1
260535373,0,57,0,0
260543495,1,24,1,0
260544673,2,31,0,0
260544696,0,52,0,0
260547520,0,43,1,0
260555822,1,24,0,0
260560754,0,35,0,1
260568008,1,40,0,0
260573670,1,39,0,1
260582780,0,28,1,0
260582818,7,56,1,0
260584688,0,57,0,0
260585425,0,50,1,1
260596180,8,83,0,0
260600962,0,48,1,0
260601512,3,47,0,1
260602592,1,32,1,1
260616047,0,29,0,1
260632401,1,38,0,1
260635992,0,49,1,0
260636767,0,30,0,0
260637205,0,59,0,0
260644793,5,63,0,1
260647182,2,72,0,0
260652822,4,39,0,0
260653138,6,43,0,1
260659090,2,74,1,1
260662112,1,24,1,0
260669884,1,35,1,0
260678155,0,38,0,0
260678556,2,51,0,1
260678672,1,27,0,0
260681830,1,44,1,0
260684782,4,45,1,0
260686112,11,73,1,1
260690348,8,64,1,0
260695512,5,61,1,0
260702482,11,44,0,1
260702680,9,31,1,0
260713175,0,68,0,0
260722856,0,25,0,0
260727056,4,50,0,1
260732149,7,45,1,1
260732755,1,38,1,0
260742358,0,40,0,0
260742730,1,57,1,0
260752588,4,56,0,1
260752620,1,45,0,0
260753061,0,42,0,0
260758841,0,32,0,0
260763716,1,46,0,0
260770762,1,66,1,1
260773153,0,27,0,0
260773201,3,25,1,0
260776111,1,36,1,0
260776744,7,56,1,0
260789233,1,26,0,1
260793155,1,32,0,0
260793839,0,52,0,0
260796323,11,73,0,1
260796512,1,48,1,0
260800152,1,40,1,0
260800488,1,73,0,1
260801474,1,24,0,0
260804414,0,31,0,0
260808707,2,30,0,0
260811091,2,47,1,0
260814001,0,37,0,0
260814495,2,53,1,0
260815484,6,47,0,1
260817589,0,45,0,0
260822942,0,31,0,1
260828269,4,25,0,1
260836499,0,29,0,1
260838062,0,30,0,0
260849926,9,32,1,0
260855364,2,37,0,0
260863732,4,59,0,1
260872827,4,35,1,0
260876445,4,53,1,0
260878057,0,19,1,1
260882887,0,37,0,0
260887133,7,66,1,1
260894543,0,57,0,0
260895310,2,30,1,0
260901968,1,46,1,0
260902903,1,28,1,1
260914936,2,35,0,0
260926470,0,42,0,1
260931062,1,31,0,0
260931277,3,57,0,1
260932637,2,26,0,0
260933614,0,46,0,1
260936286,0,31,1,0
260942540,3,21,1,1
260946638,10,48,1,1
260952739,0,34,1,0
260954978,0,34,0,0
260957734,4,33,0,1
260959463,1,29,0,1
260972068,2,28,1,0
260973663,1,83,0,0
260980538,0,55,0,0
260981231,2,71,1,0
260981513,0,31,1,0
260983508,6,39,0,1
260996249,1,45,1,0
261002030,3,35,1,1
261006355,4,59,1,1
261010630,1,39,0,0
261012073,7,54,0,0
261012829,1,59,1,0
261015273,2,33,0,1
261017082,4,50,1,0
261021718,1,42,1,1
261027827,4,59,1,1
261042336,0,31,0,0
261044454,2,32,0,1
261053183,8,44,0,1
261060155,0,29,0,0
261062248,0,31,1,0
261063450,7,42,0,0
261068106,0,31,0,1
261085630,0,39,1,1
261090948,0,67,0,1
261094299,0,54,0,0
261098848,0,33,0,0
261101473,4,30,1,0
261105020,0,34,0,0
261106922,2,54,0,0
261112514,0,37,1,1
261115662,0,30,0,0
261115814,0,53,0,0
261121108,0,54,0,0
261125907,1,46,0,1
261126122,0,31,0,0
261128692,0,29,0,0
261129081,6,47,0,0
261131470,1,39,0,0
261137190,1,57,0,1
261146752,3,29,1,1
261149858,2,58,0,1
261150803,0,27,0,0
261157976,2,61,1,1
261164697,1,38,0,0
261164962,2,35,0,0
261167659,6,64,0,0
261174363,0,46,1,0
261176967,0,39,0,0
261177931,1,34,0,0
261182675,1,39,0,1
261190201,0,37,1,1
261202779,0,20,1,0
261204079,5,39,1,0
261210805,0,42,0,0
261213425,1,37,1,0
261215428,2,48,0,0
261219006,3,51,1,1
261219563,2,36,1,0
261219953,1,21,0,0
261228089,6,72,1,1
261229639,0,38,1,0
261233961,0,23,1,0
261236285,2,42,1,1
261248855,0,27,1,0
261250971,0,49,1,0
261260932,6,39,0,0
261262387,0,39,0,0
261264330,3,36,1,0
261264649,2,30,1,0
261287120,0,35,1,0
261292537,3,54,0,0
261297509,0,33,0,1
261301977,0,61,0,0
261303561,5,53,1,1
261310127,7,56,1,1
261310436,5,30,1,0
261312632,0,46,1,0
261312667,1,20,1,1
261312837,5,38,0,0
261313059,0,39,0,0
261322737,4,48,1,1
261329251,0,30,0,0
261330649,0,44,0,0
261332099,1,66,0,0
261333260,2,27,0,1
261333315,1,51,1,1
261337143,2,28,1,0
261337411,5,41,1,0
261340313,3,33,0,0
261340607,0,26,1,1
261342352,4,30,0,1
261344977,0,40,1,0
261347691,5,29,1,0
261356967,3,25,1,0
261361941,5,29,0,0
261363215,3,55,0,0
261363297,1,57,1,0
261371379,0,73,0,1
261372126,8,36,0,0
261374448,2,42,0,1
261376342,0,27,0,0
261377890,11,30,0,1
261386503,1,50,0,0
261391395,0,34,0,0
261406459,0,36,0,0
261415024,1,37,1,1
261425959,10,36,0,1
261428846,1,48,0,0
261457895,0,24,0,1
261464553,9,40,1,1
261465574,7,38,0,0
261466758,2,60,1,0
261470215,7,63,0,1
261475696,1,56,1,1
261479345,4,43,1,0
261485053,6,30,1,1
261490688,4,54,1,0
261491937,4,30,1,0
261500026,0,46,1,1
261500610,12,66,1,1
261505802,2,28,1,0
261508440,1,37,0,1
261508620,1,55,0,1
261508740,0,41,0,0
261510440,0,21,0,0
261516598,9,56,1,1
261521122,10,54,1,1
261523271,1,54,0,0
261527868,0,35,0,1
261530920,7,38,1,0
261532357,6,56,0,0
261535311,4,42,0,0
261537599,15,66,0,0
261540033,1,48,0,0
261540627,1,19,0,0
261545248,6,58,0,0
261547516,15,49,0,1
261553401,4,53,1,1
261555226,10,38,1,1
261565281,3,50,1,0
261566936,0,41,1,0
261569648,1,53,0,1
261572740,2,44,0,1
261574968,1,37,0,0
261580641,0,40,1,0
261588608,0,25,0,0
261603748,7,27,1,0
261603817,7,25,1,1
261604933,1,39,1,1
261606845,0,35,0,0
261608512,1,31,1,1
261622391,1,71,0,0
261622487,1,36,0,0
261623167,0,37,0,0
261629177,0,38,0,1
261630069,1,33,0,1
261630217,0,55,1,0
261632515,0,25,0,1
261645782,0,53,1,0
261647216,3,43,1,1
261653141,1,35,1,0
261656195,1,28,1,0
261656369,0,36,0,0
261658607,0,39,0,1
261665128,0,48,0,0
261672605,4,70,1,0
261673810,1,29,0,1
261674578,5,31,0,0
261688450,1,20,1,1
261694143,1,54,1,0
261695198,1,59,1,1
261695648,4,48,1,0
261700029,0,39,0,1
261707900,2,23,1,1
261709411,5,37,1,0
261711968,6,36,0,1
261718825,3,36,0,1
261721977,8,60,1,0
261723951,1,33,0,0
261732399,0,32,1,0
261735484,2,35,0,0
261740601,2,61,0,0
261741399,0,45,0,1
261742749,1,36,0,1
261745429,0,35,0,1
261746735,0,27,1,0
261749919,1,30,0,1
261753770,2,44,0,0
261755824,1,56,0,1
261758567,2,39,1,0
261762209,6,55,1,1
261766607,1,43,0,1
261779955,1,54,0,1
261784448,0,59,0,0
261787586,2,58,1,1
261788249,0,55,0,0
261805536,3,27,0,1
261805792,10,58,1,1
261813689,7,33,1,1
261814516,0,23,0,0
261814820,0,35,0,0
261818925,0,34,0,1
261819052,1,35,0,0
261819699,2,52,1,0
261827166,1,55,0,1
261831772,3,30,1,0
261844233,0,68,1,0
261844543,7,33,1,1
261844843,6,73,1,1
261852313,4,35,0,1
261856366,7,52,0,1
261858519,0,23,0,1
261859777,2,35,1,1
261862896,1,53,0,1
261865053,4,51,0,0
261866944,1,25,0,1
261870941,6,54,0,1
261872694,8,72,0,0
261873100,10,34,1,0
261877221,2,59,0,1
261879381,0,44,0,1
261897796,1,29,0,0
261900488,1,52,1,1
261908571,5,55,1,1
261915930,5,37,0,0
261918448,1,46,1,0
261918449,3,45,1,0
261918975,3,36,0,1
261919020,4,50,0,0
261923130,0,38,0,0
261923534,0,52,0,0
261925402,2,26,0,0
261927009,0,41,0,0
261929014,3,57,0,1
261931842,1,49,0,0
261934960,2,33,0,0
261945798,11,35,0,0
261946742,0,48,0,0
261948132,10,28,1,0
261948943,1,23,1,0
261949105,10,58,1,1
261950170,0,37,0,0
261950363,2,65,0,1
261957425,1,53,0,0
261965900,1,38,0,0
261969419,1,53,1,1
261981793,8,33,1,1
261999611,0,29,0,1
262000067,0,34,0,0
262009741,1,25,1,0
262011819,0,34,0,1
262013526,3,24,1,0
262015606,2,33,0,0
262017279,10,59,0,1
262021046,5,39,0,0
262021473,1,51,0,1
262025663,12,58,0,0
262027845,1,22,1,1
262042978,0,31,0,1
262044035,0,27,1,0
262046046,0,52,0,0
262048533,0,32,0,0
262051063,3,63,0,1
262052251,1,66,1,1
262053393,9,68,1,1
262055261,1,30,0,0
262079720,1,48,0,0
262082769,4,27,1,0
262087027,1,42,0,1
262089865,1,37,0,0
262093399,6,30,1,0
262094515,4,40,1,0
262097564,6,59,0,1
262097651,12,34,1,0
262098412,0,32,0,0
262101838,1,44,1,1
262107162,4,56,0,0
262109586,1,51,1,0
262111083,0,40,1,0
262113798,11,30,1,0
262122579,4,35,1,1
262125725,3,50,0,0
262130164,15,40,0,0
262140574,5,68,1,1
262143455,2,34,1,0
262143801,0,52,0,0
262153707,0,38,0,0
262160624,13,57,1,1
262163011,1,21,1,1
262167007,0,26,1,0
262168087,1,33,1,0
262172876,10,53,1,0
262173603,3,34,0,0
262186830,2,58,0,0
262195317,14,48,0,1
262198921,0,26,0,0
262208541,1,25,1,0
262209169,1,40,0,1
262220156,1,42,1,0
262220186,5,53,1,1
262226450,2,31,0,0
262231586,10,46,1,1
262235345,4,24,0,0
262242492,3,39,0,1
262247187,1,41,1,1
262252113,0,44,0,0
262252767,3,26,0,1
262260777,5,54,1,0
262263467,4,32,1,1
262268127,2,42,0,0
262271931,1,40,0,1
262275220,6,59,0,0
262275418,0,35,0,0
262276552,3,62,1,1
262276886,1,44,1,0
262278265,0,24,0,0
262284052,1,35,0,1
262298197,11,51,1,0
262303725,1,45,0,1
262313143,3,40,0,1
262315271,10,35,0,1
262335185,1,31,0,0
262338083,0,42,1,0
262338129,3,42,1,0
262339139,12,36,1,1
262345366,1,28,0,0
262346881,12,71,0,0
262349848,1,63,0,0
262352092,1,26,1,0
262352499,6,47,0,0
262355002,0,33,0,0
262357206,0,44,0,1
262357524,2,54,1,0
262366013,2,66,0,1
262370514,9,39,0,0
262373376,4,32,1,0
262377070,1,36,0,1
262377249,3,39,0,1
262381014,2,37,1,1
262384437,0,41,0,0
262384441,0,61,0,1
262388219,2,32,0,0
262392220,4,37,1,1
262392300,1,63,0,0
262424828,11,40,0,1
262430390,1,36,1,0
262431960,1,28,1,1
262440616,5,38,1,1
262444478,7,38,0,1
262460416,0,38,1,0
262470530,0,33,0,0
262474692,0,23,0,0
262477271,1,36,1,1
262477550,1,63,1,0
262478065,4,34,1,0
262478385,0,22,1,0
262484565,0,36,0,0
262485788,3,29,0,0
262488189,0,45,0,0
262491860,3,35,0,1
262492793,1,30,0,0
262494642,0,27,1,1
262498485,8,58,1,1
262501604,0,32,1,0
262504170,9,37,1,1
262504924,10,48,1,0
262506556,6,34,1,1
262508931,5,53,1,1
262518684,3,57,0,0
262525081,0,39,0,0
262527928,0,50,1,0
262529697,8,30,1,0
262532459,0,38,0,0
262537275,6,29,0,0
262539694,0,32,1,1
262546728,1,48,0,0
262548167,2,42,0,1
262549547,3,63,0,0
262553426,3,32,1,0
262555761,1,35,1,1
262558094,8,57,0,1
262562759,4,57,1,0
262565156,5,39,1,0
262565984,2,33,0,1
262570065,14,71,1,0
262571455,2,31,0,0
262574596,7,37,0,0
262587007,1,38,0,1
262590828,4,37,1,0
262592297,0,37,1,1
262592828,0,33,0,0
262595588,2,29,0,0
